Geo Point,Geo Shape,OBJECTID,NeworkID
"-37.8055852553, 144.9679921739","{""coordinates"": [144.9679921739, -37.8055852553], ""type"": ""Point""}",5639,102772
"-37.806666269, 144.9546997836","{""coordinates"": [144.9546997836, -37.806666269], ""type"": ""Point""}",5640,612808
"-37.800991053, 144.9642885395","{""coordinates"": [144.9642885395, -37.800991053], ""type"": ""Point""}",5652,110987
"-37.8028001318, 144.9521063289","{""coordinates"": [144.9521063289, -37.8028001318], ""type"": ""Point""}",5655,611687
"-37.8128088805, 144.9544993326","{""coordinates"": [144.9544993326, -37.8128088805], ""type"": ""Point""}",5687,105372
"-37.7915789433, 144.9204641629","{""coordinates"": [144.9204641629, -37.7915789433], ""type"": ""Point""}",5689,106843
"-37.7888490302, 144.9239035036","{""coordinates"": [144.9239035036, -37.7888490302], ""type"": ""Point""}",5704,617777
"-37.797420766, 144.9195462058","{""coordinates"": [144.9195462058, -37.797420766], ""type"": ""Point""}",5705,560419
"-37.7914337013, 144.9264200567","{""coordinates"": [144.9264200567, -37.7914337013], ""type"": ""Point""}",5708,615117
"-37.7795914564, 144.9416946466","{""coordinates"": [144.9416946466, -37.7795914564], ""type"": ""Point""}",5712,608615
"-37.7957023836, 144.94605032","{""coordinates"": [144.94605032, -37.7957023836], ""type"": ""Point""}",5718,505745
"-37.7982082595, 144.9505845918","{""coordinates"": [144.9505845918, -37.7982082595], ""type"": ""Point""}",5730,111458
"-37.8106580028, 144.9657034073","{""coordinates"": [144.9657034073, -37.8106580028], ""type"": ""Point""}",5737,105749
"-37.7941128592, 144.9300485905","{""coordinates"": [144.9300485905, -37.7941128592], ""type"": ""Point""}",5738,616029
"-37.8012989703, 144.9441135414","{""coordinates"": [144.9441135414, -37.8012989703], ""type"": ""Point""}",5743,608209
"-37.8120781454, 144.9723504868","{""coordinates"": [144.9723504868, -37.8120781454], ""type"": ""Point""}",5746,106559
"-37.8031467989, 144.9600869731","{""coordinates"": [144.9600869731, -37.8031467989], ""type"": ""Point""}",5771,100843
"-37.7904382054, 144.9266580722","{""coordinates"": [144.9266580722, -37.7904382054], ""type"": ""Point""}",5780,615882
"-37.8225875749, 144.9288551937","{""coordinates"": [144.9288551937, -37.8225875749], ""type"": ""Point""}",5786,110519
"-37.7994466269, 144.9665556141","{""coordinates"": [144.9665556141, -37.7994466269], ""type"": ""Point""}",5828,102580
"-37.7920220766, 144.9435657796","{""coordinates"": [144.9435657796, -37.7920220766], ""type"": ""Point""}",5843,102309
"-37.7952319258, 144.9236422007","{""coordinates"": [144.9236422007, -37.7952319258], ""type"": ""Point""}",5861,573366
"-37.8153750086, 144.9545714344","{""coordinates"": [144.9545714344, -37.8153750086], ""type"": ""Point""}",5862,105857
"-37.8105333559, 144.9691194335","{""coordinates"": [144.9691194335, -37.8105333559], ""type"": ""Point""}",5872,105674
"-37.8014176574, 144.9454269242","{""coordinates"": [144.9454269242, -37.8014176574], ""type"": ""Point""}",5877,100039
"-37.8042455604, 144.9544648703","{""coordinates"": [144.9544648703, -37.8042455604], ""type"": ""Point""}",5888,556745
"-37.795656416, 144.9197006558","{""coordinates"": [144.9197006558, -37.795656416], ""type"": ""Point""}",5939,111004
"-37.7915435921, 144.9255641465","{""coordinates"": [144.9255641465, -37.7915435921], ""type"": ""Point""}",5946,615632
"-37.7977645375, 144.9701654096","{""coordinates"": [144.9701654096, -37.7977645375], ""type"": ""Point""}",5948,103091
"-37.7961874911, 144.9205928925","{""coordinates"": [144.9205928925, -37.7961874911], ""type"": ""Point""}",5951,111239
"-37.7949553906, 144.9736752134","{""coordinates"": [144.9736752134, -37.7949553906], ""type"": ""Point""}",5957,101479
"-37.7960791202, 144.9424240102","{""coordinates"": [144.9424240102, -37.7960791202], ""type"": ""Point""}",5970,530540
"-37.8012152161, 144.9494580124","{""coordinates"": [144.9494580124, -37.8012152161], ""type"": ""Point""}",5979,100461
"-37.8118106296, 144.9651473495","{""coordinates"": [144.9651473495, -37.8118106296], ""type"": ""Point""}",5992,109390
"-37.8028410074, 144.9431939129","{""coordinates"": [144.9431939129, -37.8028410074], ""type"": ""Point""}",5996,102810
"-37.8075823986, 144.9447556532","{""coordinates"": [144.9447556532, -37.8075823986], ""type"": ""Point""}",6003,573785
"-37.7973365524, 144.9208506498","{""coordinates"": [144.9208506498, -37.7973365524], ""type"": ""Point""}",6017,562458
"-37.7961321298, 144.9232665611","{""coordinates"": [144.9232665611, -37.7961321298], ""type"": ""Point""}",6020,574495
"-37.8142219208, 144.9896541158","{""coordinates"": [144.9896541158, -37.8142219208], ""type"": ""Point""}",6040,105005
"-37.8003674313, 144.9673182643","{""coordinates"": [144.9673182643, -37.8003674313], ""type"": ""Point""}",6043,106221
"-37.8020218488, 144.9522543585","{""coordinates"": [144.9522543585, -37.8020218488], ""type"": ""Point""}",6045,101336
"-37.7977560239, 144.9709196321","{""coordinates"": [144.9709196321, -37.7977560239], ""type"": ""Point""}",6061,103088
"-37.7905880175, 144.9313894398","{""coordinates"": [144.9313894398, -37.7905880175], ""type"": ""Point""}",6073,615288
"-37.7945728372, 144.9550501996","{""coordinates"": [144.9550501996, -37.7945728372], ""type"": ""Point""}",6080,107288
"-37.8154090467, 144.9543692725","{""coordinates"": [144.9543692725, -37.8154090467], ""type"": ""Point""}",6088,110706
"-37.796025222, 144.9291671942","{""coordinates"": [144.9291671942, -37.796025222], ""type"": ""Point""}",6093,110223
"-37.7914589347, 144.9284598929","{""coordinates"": [144.9284598929, -37.7914589347], ""type"": ""Point""}",6098,614642
"-37.7969969871, 144.9204879682","{""coordinates"": [144.9204879682, -37.7969969871], ""type"": ""Point""}",6099,562500
"-37.7905185636, 144.9340034183","{""coordinates"": [144.9340034183, -37.7905185636], ""type"": ""Point""}",6100,614879
"-37.7909991686, 144.9428327272","{""coordinates"": [144.9428327272, -37.7909991686], ""type"": ""Point""}",6108,106509
"-37.8148947567, 144.9732924232","{""coordinates"": [144.9732924232, -37.8148947567], ""type"": ""Point""}",6123,103914
"-37.8073898265, 144.949335269","{""coordinates"": [144.949335269, -37.8073898265], ""type"": ""Point""}",6127,109050
"-37.8131795033, 144.9613686182","{""coordinates"": [144.9613686182, -37.8131795033], ""type"": ""Point""}",6135,106912
"-37.8082626223, 144.95253715","{""coordinates"": [144.95253715, -37.8082626223], ""type"": ""Point""}",6143,109947
"-37.8364556547, 144.9109683307","{""coordinates"": [144.9109683307, -37.8364556547], ""type"": ""Point""}",6149,110600
"-37.8126003883, 144.9731836339","{""coordinates"": [144.9731836339, -37.8126003883], ""type"": ""Point""}",6175,108982
"-37.7923887013, 144.9192614672","{""coordinates"": [144.9192614672, -37.7923887013], ""type"": ""Point""}",6180,104202
"-37.8062178621, 144.9671902756","{""coordinates"": [144.9671902756, -37.8062178621], ""type"": ""Point""}",6186,102612
"-37.8060342451, 144.9489388704","{""coordinates"": [144.9489388704, -37.8060342451], ""type"": ""Point""}",6189,105356
"-37.7944233694, 144.925954505","{""coordinates"": [144.925954505, -37.7944233694], ""type"": ""Point""}",6194,108285
"-37.799536101, 144.9731152673","{""coordinates"": [144.9731152673, -37.799536101], ""type"": ""Point""}",6202,103666
"-37.7882703686, 144.9393338187","{""coordinates"": [144.9393338187, -37.7882703686], ""type"": ""Point""}",6208,617560
"-37.8123125775, 144.9866733974","{""coordinates"": [144.9866733974, -37.8123125775], ""type"": ""Point""}",6225,104524
"-37.8124469337, 144.9648043265","{""coordinates"": [144.9648043265, -37.8124469337], ""type"": ""Point""}",6226,109290
"-37.8058171264, 144.9421500048","{""coordinates"": [144.9421500048, -37.8058171264], ""type"": ""Point""}",6238,100438
"-37.7937876151, 144.9322492678","{""coordinates"": [144.9322492678, -37.7937876151], ""type"": ""Point""}",6243,615555
"-37.8000799343, 144.966447679","{""coordinates"": [144.966447679, -37.8000799343], ""type"": ""Point""}",6257,102591
"-37.7886477353, 144.9389568475","{""coordinates"": [144.9389568475, -37.7886477353], ""type"": ""Point""}",6266,619518
"-37.7921739575, 144.9444534113","{""coordinates"": [144.9444534113, -37.7921739575], ""type"": ""Point""}",6267,102321
"-37.7944447816, 144.9477685686","{""coordinates"": [144.9477685686, -37.7944447816], ""type"": ""Point""}",6272,103852
"-37.7901748906, 144.9302278023","{""coordinates"": [144.9302278023, -37.7901748906], ""type"": ""Point""}",6275,615186
"-37.7945645563, 144.9247864292","{""coordinates"": [144.9247864292, -37.7945645563], ""type"": ""Point""}",6285,108314
"-37.7952976486, 144.9303628559","{""coordinates"": [144.9303628559, -37.7952976486], ""type"": ""Point""}",6304,100993
"-37.7948181638, 144.9180548478","{""coordinates"": [144.9180548478, -37.7948181638], ""type"": ""Point""}",6305,573370
"-37.7994948878, 144.9689270631","{""coordinates"": [144.9689270631, -37.7994948878], ""type"": ""Point""}",6342,102730
"-37.795735018, 144.9473079015","{""coordinates"": [144.9473079015, -37.795735018], ""type"": ""Point""}",6347,101831
"-37.8033621182, 144.9441491246","{""coordinates"": [144.9441491246, -37.8033621182], ""type"": ""Point""}",6348,105767
"-37.794912816, 144.9655114437","{""coordinates"": [144.9655114437, -37.794912816], ""type"": ""Point""}",6355,105286
"-37.8115166172, 144.9605059664","{""coordinates"": [144.9605059664, -37.8115166172], ""type"": ""Point""}",6370,106042
"-37.7957869721, 144.9470363997","{""coordinates"": [144.9470363997, -37.7957869721], ""type"": ""Point""}",6372,556076
"-37.7934846294, 144.9174343249","{""coordinates"": [144.9174343249, -37.7934846294], ""type"": ""Point""}",6377,612644
"-37.8011915294, 144.9656436432","{""coordinates"": [144.9656436432, -37.8011915294], ""type"": ""Point""}",6399,101692
"-37.7915607035, 144.9352751105","{""coordinates"": [144.9352751105, -37.7915607035], ""type"": ""Point""}",6420,614668
"-37.7807627816, 144.9592298134","{""coordinates"": [144.9592298134, -37.7807627816], ""type"": ""Point""}",6422,108517
"-37.8013516131, 144.948966849","{""coordinates"": [144.948966849, -37.8013516131], ""type"": ""Point""}",6423,633947
"-37.8227103979, 144.9367559585","{""coordinates"": [144.9367559585, -37.8227103979], ""type"": ""Point""}",6427,637406
"-37.7917929962, 144.9324384074","{""coordinates"": [144.9324384074, -37.7917929962], ""type"": ""Point""}",6447,688496
"-37.7921460589, 144.9187654003","{""coordinates"": [144.9187654003, -37.7921460589], ""type"": ""Point""}",6453,108812
"-37.7919885748, 144.9352751533","{""coordinates"": [144.9352751533, -37.7919885748], ""type"": ""Point""}",6461,615430
"-37.790215445, 144.931463783","{""coordinates"": [144.931463783, -37.790215445], ""type"": ""Point""}",6469,615319
"-37.7934905738, 144.9409899144","{""coordinates"": [144.9409899144, -37.7934905738], ""type"": ""Point""}",6477,624207
"-37.8324806596, 144.987076592","{""coordinates"": [144.987076592, -37.8324806596], ""type"": ""Point""}",6490,100289
"-37.7973161086, 144.9669715638","{""coordinates"": [144.9669715638, -37.7973161086], ""type"": ""Point""}",6492,511130
"-37.8126449253, 144.9755868377","{""coordinates"": [144.9755868377, -37.8126449253], ""type"": ""Point""}",6504,109542
"-37.801695373, 144.9583287037","{""coordinates"": [144.9583287037, -37.801695373], ""type"": ""Point""}",6513,107548
"-37.7960085537, 144.9728967635","{""coordinates"": [144.9728967635, -37.7960085537], ""type"": ""Point""}",6528,101420
"-37.8357616988, 144.9843913304","{""coordinates"": [144.9843913304, -37.8357616988], ""type"": ""Point""}",6545,106459
"-37.7948899494, 144.9176307301","{""coordinates"": [144.9176307301, -37.7948899494], ""type"": ""Point""}",6549,559230
"-37.789606341, 144.9265431699","{""coordinates"": [144.9265431699, -37.789606341], ""type"": ""Point""}",6571,618388
"-37.8035330916, 144.963882256","{""coordinates"": [144.963882256, -37.8035330916], ""type"": ""Point""}",6578,109370
"-37.814829348, 144.9599676161","{""coordinates"": [144.9599676161, -37.814829348], ""type"": ""Point""}",6604,101182
"-37.8158363969, 144.9886299995","{""coordinates"": [144.9886299995, -37.8158363969], ""type"": ""Point""}",6609,104238
"-37.811316224, 144.9689084652","{""coordinates"": [144.9689084652, -37.811316224], ""type"": ""Point""}",6612,105893
"-37.794320716, 144.9175542817","{""coordinates"": [144.9175542817, -37.794320716], ""type"": ""Point""}",6616,111326
"-37.7788794122, 144.9411745689","{""coordinates"": [144.9411745689, -37.7788794122], ""type"": ""Point""}",6617,608406
"-37.779400292, 144.9594878459","{""coordinates"": [144.9594878459, -37.779400292], ""type"": ""Point""}",6622,108523
"-37.8276320244, 144.9587578048","{""coordinates"": [144.9587578048, -37.8276320244], ""type"": ""Point""}",6627,110376
"-37.8140669966, 144.9551408968","{""coordinates"": [144.9551408968, -37.8140669966], ""type"": ""Point""}",6633,105378
"-37.7933672426, 144.9223433282","{""coordinates"": [144.9223433282, -37.7933672426], ""type"": ""Point""}",6644,110049
"-37.7920303119, 144.9434461164","{""coordinates"": [144.9434461164, -37.7920303119], ""type"": ""Point""}",6649,576083
"-37.7927879886, 144.9328619487","{""coordinates"": [144.9328619487, -37.7927879886], ""type"": ""Point""}",6653,615418
"-37.8171565075, 144.9774098256","{""coordinates"": [144.9774098256, -37.8171565075], ""type"": ""Point""}",6677,110022
"-37.807718266, 144.9539039832","{""coordinates"": [144.9539039832, -37.807718266], ""type"": ""Point""}",6678,106676
"-37.8138095631, 144.9538293728","{""coordinates"": [144.9538293728, -37.8138095631], ""type"": ""Point""}",6684,106028
"-37.8054826064, 144.964270673","{""coordinates"": [144.964270673, -37.8054826064], ""type"": ""Point""}",6685,101580
"-37.8103055202, 144.9706491304","{""coordinates"": [144.9706491304, -37.8103055202], ""type"": ""Point""}",6739,107773
"-37.7963648163, 144.9329372041","{""coordinates"": [144.9329372041, -37.7963648163], ""type"": ""Point""}",6744,100291
"-37.8043966712, 144.9497184104","{""coordinates"": [144.9497184104, -37.8043966712], ""type"": ""Point""}",6745,103521
"-37.8055267844, 144.9467989383","{""coordinates"": [144.9467989383, -37.8055267844], ""type"": ""Point""}",6808,106616
"-37.8132858463, 144.9607310249","{""coordinates"": [144.9607310249, -37.8132858463], ""type"": ""Point""}",6843,104376
"-37.7999426253, 144.9719066401","{""coordinates"": [144.9719066401, -37.7999426253], ""type"": ""Point""}",6847,100752
"-37.7991659468, 144.9518087558","{""coordinates"": [144.9518087558, -37.7991659468], ""type"": ""Point""}",6858,104603
"-37.8148556006, 144.9734220653","{""coordinates"": [144.9734220653, -37.8148556006], ""type"": ""Point""}",6860,103913
"-37.7956919535, 144.9181636723","{""coordinates"": [144.9181636723, -37.7956919535], ""type"": ""Point""}",6871,592067
"-37.8018657837, 144.9525854191","{""coordinates"": [144.9525854191, -37.8018657837], ""type"": ""Point""}",6877,111348
"-37.7929498689, 144.9280149745","{""coordinates"": [144.9280149745, -37.7929498689], ""type"": ""Point""}",6899,615475
"-37.8133856454, 144.9607768841","{""coordinates"": [144.9607768841, -37.8133856454], ""type"": ""Point""}",6931,104377
"-37.8131777328, 144.9691147882","{""coordinates"": [144.9691147882, -37.8131777328], ""type"": ""Point""}",6972,102193
"-37.8112898631, 144.9699123103","{""coordinates"": [144.9699123103, -37.8112898631], ""type"": ""Point""}",6978,103601
"-37.7980089004, 144.9664202853","{""coordinates"": [144.9664202853, -37.7980089004], ""type"": ""Point""}",7000,109550
"-37.7949535373, 144.9287622067","{""coordinates"": [144.9287622067, -37.7949535373], ""type"": ""Point""}",7095,104423
"-37.7950696374, 144.9294165342","{""coordinates"": [144.9294165342, -37.7950696374], ""type"": ""Point""}",7155,104386
"-37.8245457829, 144.9674047171","{""coordinates"": [144.9674047171, -37.8245457829], ""type"": ""Point""}",7157,620273
"-37.8360996983, 144.9790406508","{""coordinates"": [144.9790406508, -37.8360996983], ""type"": ""Point""}",7182,104879
"-37.7960895536, 144.9229778906","{""coordinates"": [144.9229778906, -37.7960895536], ""type"": ""Point""}",7199,558584
"-37.8133985239, 144.9653367568","{""coordinates"": [144.9653367568, -37.8133985239], ""type"": ""Point""}",7203,109282
"-37.8059984004, 144.9547680634","{""coordinates"": [144.9547680634, -37.8059984004], ""type"": ""Point""}",7269,109687
"-37.8129808859, 144.9586137525","{""coordinates"": [144.9586137525, -37.8129808859], ""type"": ""Point""}",7270,105732
"-37.7906337876, 144.9416821918","{""coordinates"": [144.9416821918, -37.7906337876], ""type"": ""Point""}",7291,617546
