Geo Point,Geo Shape,OBJECTID,NeworkID
"-37.8075344859, 144.95447794355","{""coordinates"": [[144.9544874687, -37.8075558695], [144.9544684184, -37.8075131023]], ""type"": ""LineString""}",15122,
"-37.80733645955, 144.94403068104998","{""coordinates"": [[144.9440119382, -37.8073621708], [144.9440494239, -37.8073107483]], ""type"": ""LineString""}",15129,
"-37.807944166, 144.96571911270001","{""coordinates"": [[144.9657125867, -37.8079297214], [144.9657256387, -37.8079586106]], ""type"": ""LineString""}",15140,
"-37.8073348501, 144.94656105015002","{""coordinates"": [[144.946646984, -37.8073712083], [144.9464751163, -37.8072984919]], ""type"": ""LineString""}",15141,
"-37.80740036785, 144.95324584169998","{""coordinates"": [[144.9532238733, -37.8074111079], [144.9532678101, -37.8073896278]], ""type"": ""LineString""}",15146,
"-37.80747295325, 144.9518012933","{""coordinates"": [[144.9517961004, -37.8074961939], [144.9518064862, -37.8074497126]], ""type"": ""LineString""}",15148,
"-37.80737553545, 144.9446431788","{""coordinates"": [[144.9446608314, -37.8073830539], [144.9446255262, -37.807368017]], ""type"": ""LineString""}",15161,
"-37.807432224050004, 144.95879519300001","{""coordinates"": [[144.9588288961, -37.8074222686], [144.9587614899, -37.8074421795]], ""type"": ""LineString""}",15169,
"-37.8077363485622, 144.96972420563606","{""coordinates"": [[144.9700599623, -37.8076369517], [144.9698374447, -37.8077046547], [144.9693877058, -37.8078332266]], ""type"": ""LineString""}",15186,
"-37.80705849895, 144.94721913425","{""coordinates"": [[144.9472119297, -37.8070536381], [144.9472263388, -37.8070633598]], ""type"": ""LineString""}",15203,
"-37.80679882135, 144.9657285072","{""coordinates"": [[144.9657249834, -37.8068278924], [144.965732031, -37.8067697503]], ""type"": ""LineString""}",15480,
"-37.8063831856, 144.95204008144998","{""coordinates"": [[144.9520352738, -37.8064096506], [144.9520448891, -37.8063567206]], ""type"": ""LineString""}",15531,
"-37.806456805105626, 144.96011179418952","{""coordinates"": [[144.9600642235, -37.8064544712], [144.9600861672, -37.8064534996], [144.9601592736, -37.8064617942]], ""type"": ""LineString""}",15538,
"-37.80647369715, 144.9602638829","{""coordinates"": [[144.9601592736, -37.8064617942], [144.9603684922, -37.8064856001]], ""type"": ""LineString""}",15539,
"-37.80658452825, 144.96743102545","{""coordinates"": [[144.9674257902, -37.806614858], [144.9674362607, -37.8065541985]], ""type"": ""LineString""}",15556,
"-37.80628248205, 144.9550753784","{""coordinates"": [[144.9550712161, -37.8063043489], [144.9550795407, -37.8062606152]], ""type"": ""LineString""}",15588,
"-37.80652307375, 144.96744174999998","{""coordinates"": [[144.9674362607, -37.8065541985], [144.9674472393, -37.806491949]], ""type"": ""LineString""}",15590,
"-37.8066338604, 144.966082953","{""coordinates"": [[144.9661183108, -37.8064307113], [144.9660475952, -37.8068370095]], ""type"": ""LineString""}",15597,
"-37.8064483917, 144.9657878654","{""coordinates"": [[144.9657774076, -37.8065087053], [144.9657983232, -37.8063880781]], ""type"": ""LineString""}",15615,
"-37.806213690549995, 144.95390308395002","{""coordinates"": [[144.9538904041, -37.8061844582], [144.9539157638, -37.8062429229]], ""type"": ""LineString""}",15624,
"-37.80597999980823, 144.93986393822846","{""coordinates"": [[144.9412178778, -37.8056967963], [144.9406263877, -37.8059309825], [144.9402187106, -37.8060753979], [144.9398063014, -37.8061271985], [144.939543917, -37.8061087323], [144.9392931484, -37.8060901984], [144.9389370602, -37.8059790913], [144.9385902244, -37.8058384128], [144.9385021541, -37.805805877]], ""type"": ""LineString""}",15652,
"-37.806361385, 144.96746987115","{""coordinates"": [[144.9674676986, -37.8063737405], [144.9674720437, -37.8063490295]], ""type"": ""LineString""}",15655,
"-37.80582587395, 144.94375017045002","{""coordinates"": [[144.9437794195, -37.8058386871], [144.9437209214, -37.8058130608]], ""type"": ""LineString""}",15700,
"-37.8058088087, 144.9489417517","{""coordinates"": [[144.9489810338, -37.8058330298], [144.9489024696, -37.8057845876]], ""type"": ""LineString""}",15709,
"-37.805946956949995, 144.95545959355","{""coordinates"": [[144.9554827733, -37.8059503779], [144.9554364138, -37.805943536]], ""type"": ""LineString""}",15736,
"-37.80608241705, 144.96568973445","{""coordinates"": [[144.9655269231, -37.8060631615], [144.9658525458, -37.8061016726]], ""type"": ""LineString""}",15743,
"-37.80590932365, 144.95739775565","{""coordinates"": [[144.9574225445, -37.8059121413], [144.9573729668, -37.805906506]], ""type"": ""LineString""}",15781,
"-37.80583159152327, 144.94682726152513","{""coordinates"": [[144.946815918, -37.8058303059], [144.9468271215, -37.8058315827], [144.9468386066, -37.8058328634]], ""type"": ""LineString""}",15793,
"-37.80603027935, 144.96316356795","{""coordinates"": [[144.9631540461, -37.8060853906], [144.9631730898, -37.8059751681]], ""type"": ""LineString""}",15795,
"-37.80566217845, 144.9420159303","{""coordinates"": [[144.9420108583, -37.8056908787], [144.9420210023, -37.8056334782]], ""type"": ""LineString""}",15810,
"-37.805803624099994, 144.9564595618","{""coordinates"": [[144.9565573343, -37.8058145124], [144.9563617893, -37.8057927358]], ""type"": ""LineString""}",15832,
"-37.80555249225, 144.95190742145","{""coordinates"": [[144.9518810965, -37.8055493764], [144.9519337464, -37.8055556081]], ""type"": ""LineString""}",15873,
"-37.8055286828, 144.9517454902","{""coordinates"": [[144.9517216874, -37.805525791], [144.951769293, -37.8055315746]], ""type"": ""LineString""}",15882,
"-37.8056019741, 144.95463500649998","{""coordinates"": [[144.9546114217, -37.805599266], [144.9546585913, -37.8056046822]], ""type"": ""LineString""}",15883,
"-37.8055229, 144.9516979317","{""coordinates"": [[144.951674176, -37.805520009], [144.9517216874, -37.805525791]], ""type"": ""LineString""}",15884,
"-37.8055911902, 144.95454058005","{""coordinates"": [[144.9545169618, -37.8055884378], [144.9545641983, -37.8055939426]], ""type"": ""LineString""}",15887,
"-37.805510702700005, 144.95159758755","{""coordinates"": [[144.9515713117, -37.8055074975], [144.9516238634, -37.8055139079]], ""type"": ""LineString""}",15889,
"-37.8055857292, 144.954493377","{""coordinates"": [[144.9544697922, -37.8055830206], [144.9545169618, -37.8055884378]], ""type"": ""LineString""}",15890,
"-37.8054099891, 144.95294311055","{""coordinates"": [[144.9529753525, -37.8054134329], [144.9529108686, -37.8054065453]], ""type"": ""LineString""}",15953,
"-37.80515850200201, 144.9418524515001","{""coordinates"": [[144.941945941, -37.8051614507], [144.9417654342, -37.8051557725], [144.9417589908, -37.8051551192]], ""type"": ""LineString""}",16009,
"-37.80528039025, 144.9518269959","{""coordinates"": [[144.9518512726, -37.805283065], [144.9518027192, -37.8052777155]], ""type"": ""LineString""}",16011,
"-37.8052395816, 144.95145177205","{""coordinates"": [[144.9514780674, -37.8052424276], [144.9514254767, -37.8052367356]], ""type"": ""LineString""}",16023,
"-37.80517863845, 144.94252992715","{""coordinates"": [[144.9425400912, -37.8051144402], [144.9425197631, -37.8052428367]], ""type"": ""LineString""}",16058,
"-37.80533776085, 144.96412136855002","{""coordinates"": [[144.9641361554, -37.8053415752], [144.9641065817, -37.8053339465]], ""type"": ""LineString""}",16062,
"-37.805190650099995, 144.9593514839","{""coordinates"": [[144.9593635392, -37.8052169805], [144.9593394286, -37.8051643197]], ""type"": ""LineString""}",16121,
"-37.804911368199996, 144.9459676566","{""coordinates"": [[144.9459333641, -37.8049082472], [144.9460019491, -37.8049144892]], ""type"": ""LineString""}",16128,
"-37.8053390517, 144.967197551","{""coordinates"": [[144.9672096885, -37.8052738488], [144.9671854135, -37.8054042546]], ""type"": ""LineString""}",16135,
"-37.80488929485, 144.94572756485002","{""coordinates"": [[144.9456811366, -37.8048850163], [144.9457739931, -37.8048935734]], ""type"": ""LineString""}",16141,
"-37.8049381917, 144.9486949242","{""coordinates"": [[144.9487102294, -37.8049399065], [144.948679619, -37.8049364769]], ""type"": ""LineString""}",16156,
"-37.8050227761, 144.9494417492","{""coordinates"": [[144.9494384865, -37.8050222241], [144.9494450119, -37.8050233281]], ""type"": ""LineString""}",16161,
"-37.80502702625, 144.95530495595","{""coordinates"": [[144.9553014049, -37.8050488492], [144.955308507, -37.8050052033]], ""type"": ""LineString""}",16167,
"-37.80506625385, 144.96468698594998","{""coordinates"": [[144.9646909898, -37.8050444677], [144.9646829821, -37.80508804]], ""type"": ""LineString""}",16238,
"-37.804698764, 144.9464135135","{""coordinates"": [[144.9463656462, -37.8046938744], [144.9464613808, -37.8047036536]], ""type"": ""LineString""}",16249,
"-37.804845037, 144.95533470200002","{""coordinates"": [[144.9553316074, -37.8048638593], [144.9553377966, -37.8048262147]], ""type"": ""LineString""}",16250,
"-37.8047607463, 144.96021326574999","{""coordinates"": [[144.9601970677, -37.8048514697], [144.9602294638, -37.8046700229]], ""type"": ""LineString""}",16259,
"-37.8047176524, 144.94933293169998","{""coordinates"": [[144.9493391572, -37.8046923531], [144.9493267062, -37.8047429517]], ""type"": ""LineString""}",16260,
"-37.80464597998854, 144.95085260364493","{""coordinates"": [[144.9508514799, -37.8046529324], [144.9508526136, -37.8046458986], [144.9508537337, -37.8046390286]], ""type"": ""LineString""}",16298,
"-37.804905726849995, 144.96906087255002","{""coordinates"": [[144.9690564795, -37.8049315464], [144.9690652656, -37.8048799073]], ""type"": ""LineString""}",16342,
"-37.80462708135, 144.96390913394998","{""coordinates"": [[144.9639654819, -37.8046334163], [144.963852786, -37.8046207464]], ""type"": ""LineString""}",16346,
"-37.8044322496, 144.94381895330002","{""coordinates"": [[144.9437905265, -37.8044287343], [144.9438473801, -37.8044357649]], ""type"": ""LineString""}",16350,
"-37.8045024228, 144.94802536165","{""coordinates"": [[144.9480291401, -37.8044809546], [144.9480215832, -37.804523891]], ""type"": ""LineString""}",16355,
"-37.8043278458, 144.94308250505","{""coordinates"": [[144.9430816101, -37.8043380567], [144.9430834, -37.8043176349]], ""type"": ""LineString""}",16394,
"-37.80444213255, 144.95540069745","{""coordinates"": [[144.9553970346, -37.8044645938], [144.9554043603, -37.8044196713]], ""type"": ""LineString""}",16448,
"-37.8043809477006, 144.9483551046346","{""coordinates"": [[144.9483703212, -37.8042985024], [144.9483647334, -37.8043312006], [144.9483393487, -37.8044632951]], ""type"": ""LineString""}",16453,
"-37.80449760798852, 144.95770970815036","{""coordinates"": [[144.9577058268, -37.8044888913], [144.9577097085, -37.8044976081], [144.957713589, -37.8045063249]], ""type"": ""LineString""}",16457,
"-37.804697279950005, 144.96641808714998","{""coordinates"": [[144.9664255386, -37.8046509678], [144.9664106357, -37.8047435921]], ""type"": ""LineString""}",16462,
"-37.8044766704, 144.9573648817","{""coordinates"": [[144.9573695177, -37.8044545864], [144.9573602457, -37.8044987544]], ""type"": ""LineString""}",16465,
"-37.8044418961, 144.9564630402","{""coordinates"": [[144.9564592369, -37.8044626851], [144.9564668435, -37.8044211071]], ""type"": ""LineString""}",16469,
"-37.804453599599995, 144.95832052705","{""coordinates"": [[144.9583285866, -37.8044704075], [144.9583124675, -37.8044367917]], ""type"": ""LineString""}",16475,
"-37.80428699395, 144.94940838945","{""coordinates"": [[144.9494075502, -37.8042918975], [144.9494092287, -37.8042820904]], ""type"": ""LineString""}",16482,
"-37.804331003791305, 144.94123690123442","{""coordinates"": [[144.941273852, -37.8041297808], [144.9412552014, -37.8042314469], [144.9411999266, -37.8045322224]], ""type"": ""LineString""}",16498,
"-37.8042329898, 144.94807238935","{""coordinates"": [[144.9480756755, -37.8042140814], [144.9480691032, -37.8042518982]], ""type"": ""LineString""}",16512,
"-37.80453101795, 144.96644479725","{""coordinates"": [[144.9664486941, -37.8045067584], [144.9664409004, -37.8045552775]], ""type"": ""LineString""}",16522,
"-37.8041633083, 144.9454117871","{""coordinates"": [[144.9454157364, -37.8041407622], [144.9454078378, -37.8041858544]], ""type"": ""LineString""}",16525,
"-37.8043943149, 144.9582922594","{""coordinates"": [[144.9582949392, -37.8043999072], [144.9582895796, -37.8043887226]], ""type"": ""LineString""}",16526,
"-37.8043954329, 144.95399068575","{""coordinates"": [[144.9539077968, -37.8043836761], [144.9540735747, -37.8044071897]], ""type"": ""LineString""}",16529,
"-37.8040702345, 144.94271245779998","{""coordinates"": [[144.9427167792, -37.804046159], [144.9427081364, -37.80409431]], ""type"": ""LineString""}",16556,
"-37.80436151395, 144.956893639","{""coordinates"": [[144.9568786419, -37.8044452596], [144.9569086361, -37.8042777683]], ""type"": ""LineString""}",16557,
"-37.80401386885, 144.9427225455","{""coordinates"": [[144.9427283118, -37.8039815787], [144.9427167792, -37.804046159]], ""type"": ""LineString""}",16602,
"-37.80409220205, 144.9494452003","{""coordinates"": [[144.949441029, -37.8041143389], [144.9494493716, -37.8040700652]], ""type"": ""LineString""}",16604,
"-37.80419421505, 144.9545414259","{""coordinates"": [[144.9545587476, -37.8041961376], [144.9545241042, -37.8041922925]], ""type"": ""LineString""}",16606,
"-37.80397469535, 144.94383536615","{""coordinates"": [[144.9438299621, -37.8040057753], [144.9438407702, -37.8039436154]], ""type"": ""LineString""}",16628,
"-37.803904092799996, 144.95173515624998","{""coordinates"": [[144.9517309222, -37.8039272312], [144.9517393903, -37.8038809544]], ""type"": ""LineString""}",16763,
"-37.80370539365, 144.9454902279","{""coordinates"": [[144.9454920776, -37.8036878084], [144.9454883782, -37.8037229789]], ""type"": ""LineString""}",16785,
"-37.8037204692, 144.9422357217","{""coordinates"": [[144.9422559529, -37.8036225695], [144.9422154905, -37.8038183689]], ""type"": ""LineString""}",16805,
"-37.80364431465, 144.9435342517","{""coordinates"": [[144.9435394079, -37.8036154378], [144.9435290955, -37.8036731915]], ""type"": ""LineString""}",16829,
"-37.803615587799996, 144.943212266","{""coordinates"": [[144.9432064217, -37.8036472976], [144.9432181103, -37.803583878]], ""type"": ""LineString""}",16841,
"-37.8036858956, 144.94952260550002","{""coordinates"": [[144.9495204687, -37.8036971208], [144.9495247423, -37.8036746704]], ""type"": ""LineString""}",16867,
"-37.8036215973, 144.9495348263","{""coordinates"": [[144.949531537, -37.8036389291], [144.9495381156, -37.8036042655]], ""type"": ""LineString""}",16902,
"-37.8038192057, 144.96759404","{""coordinates"": [[144.9674559754, -37.8038095697], [144.9677321046, -37.8038288417]], ""type"": ""LineString""}",16907,
"-37.803796409300006, 144.9642217644","{""coordinates"": [[144.9642592228, -37.8037999402], [144.964184306, -37.8037928784]], ""type"": ""LineString""}",16919,
"-37.8038468348, 144.96623275125","{""coordinates"": [[144.9662381241, -37.803814852], [144.9662273784, -37.8038788176]], ""type"": ""LineString""}",16929,
"-37.8034599774, 144.9443818736","{""coordinates"": [[144.9443759298, -37.8034939038], [144.9443878174, -37.803426051]], ""type"": ""LineString""}",16936,
"-37.8033814491, 144.9432552403","{""coordinates"": [[144.9432497786, -37.8034111821], [144.943260702, -37.8033517161]], ""type"": ""LineString""}",16953,
"-37.80368063, 144.9619245877","{""coordinates"": [[144.9619207395, -37.8037013765], [144.9619284359, -37.8036598835]], ""type"": ""LineString""}",16954,
"-37.803773360899996, 144.96724521315","{""coordinates"": [[144.9672250463, -37.8037710757], [144.96726538, -37.8037756461]], ""type"": ""LineString""}",16972,
"-37.8034472942, 144.9482060695","{""coordinates"": [[144.9481875362, -37.8035439458], [144.9482246028, -37.8033506426]], ""type"": ""LineString""}",17008,
"-37.80335062186888, 144.94958651597156","{""coordinates"": [[144.9495856466, -37.8033553387], [144.9495865304, -37.8033504886], [144.9495874055, -37.8033459088]], ""type"": ""LineString""}",17026,
"-37.80349500715, 144.95358514595","{""coordinates"": [[144.9535273311, -37.8034893172], [144.9536429608, -37.8035006971]], ""type"": ""LineString""}",17057,
"-37.803180488150005, 144.94676156295","{""coordinates"": [[144.9467650913, -37.8031613132], [144.9467580346, -37.8031996631]], ""type"": ""LineString""}",17083,
"-37.80333066183557, 144.9520364675907","{""coordinates"": [[144.9520293251, -37.8033299276], [144.9520364222, -37.8033306818], [144.9520436149, -37.8033313476]], ""type"": ""LineString""}",17109,
"-37.803453528000006, 144.94483775790002","{""coordinates"": [[144.9448339822, -37.803476301], [144.9448415336, -37.803430755]], ""type"": ""LineString""}",17124,
"-37.80295183945, 144.94453691965","{""coordinates"": [[144.9446011555, -37.8029606639], [144.9444726838, -37.802943015]], ""type"": ""LineString""}",17126,
"-37.803255937100005, 144.95140246005002","{""coordinates"": [[144.9514467704, -37.8032615563], [144.9513581497, -37.8032503179]], ""type"": ""LineString""}",17143,
"-37.80319348468284, 144.95089664780951","{""coordinates"": [[144.9508893188, -37.8031926069], [144.9508965076, -37.8031934521], [144.9509039731, -37.803194393]], ""type"": ""LineString""}",17172,
"-37.80316360285, 144.95064643255","{""coordinates"": [[144.9506279505, -37.8031613892], [144.9506649146, -37.8031658165]], ""type"": ""LineString""}",17184,
"-37.80320857775, 144.959062093","{""coordinates"": [[144.9590701625, -37.8032250253], [144.9590540235, -37.8031921302]], ""type"": ""LineString""}",17199,
"-37.80326322265, 144.96200443145","{""coordinates"": [[144.9620239975, -37.8031715628], [144.9619848654, -37.8033548825]], ""type"": ""LineString""}",17215,
"-37.80293917445, 144.9496635101","{""coordinates"": [[144.949679787, -37.8028467458], [144.9496472332, -37.8030316031]], ""type"": ""LineString""}",17238,
"-37.80289789995, 144.95891025654998","{""coordinates"": [[144.9589292629, -37.8029369759], [144.9588912502, -37.802858824]], ""type"": ""LineString""}",17262,
"-37.80308925315, 144.96668080065","{""coordinates"": [[144.9666872594, -37.8030444193], [144.9666743419, -37.803134087]], ""type"": ""LineString""}",17300,
"-37.802640431049994, 144.94154735905","{""coordinates"": [[144.9415503599, -37.8026241033], [144.9415443582, -37.8026567588]], ""type"": ""LineString""}",17304,
"-37.802743139949996, 144.95119408074999","{""coordinates"": [[144.9511865998, -37.8027850474], [144.9512015617, -37.8027012325]], ""type"": ""LineString""}",17353,
"-37.8027388051, 144.9467218177","{""coordinates"": [[144.9466736405, -37.8027334601], [144.9467699949, -37.8027441501]], ""type"": ""LineString""}",17381,
"-37.8026746098027, 144.9461406026497","{""coordinates"": [[144.9461307989, -37.8026735376], [144.9461406026, -37.8026746098], [144.9461504064, -37.802675682]], ""type"": ""LineString""}",17407,
"-37.80255820325, 144.9483676259","{""coordinates"": [[144.9483727417, -37.8025290114], [144.9483625101, -37.8025873951]], ""type"": ""LineString""}",17425,
"-37.802520925950006, 144.95461871455","{""coordinates"": [[144.9545941155, -37.8025027942], [144.9546433136, -37.8025390577]], ""type"": ""LineString""}",17442,
"-37.80243896262792, 144.94872763249296","{""coordinates"": [[144.9486933195, -37.8024680885], [144.9487015104, -37.8024293076], [144.9487829523, -37.8024392108]], ""type"": ""LineString""}",17454,
"-37.80290657235, 144.96740519989999","{""coordinates"": [[144.967432607, -37.8029095232], [144.9673777928, -37.8029036215]], ""type"": ""LineString""}",17482,
"-37.8028809123, 144.96716614849998","{""coordinates"": [[144.967191407, -37.8028836459], [144.96714089, -37.8028781787]], ""type"": ""LineString""}",17493,
"-37.80274737495, 144.9680996526","{""coordinates"": [[144.9681051774, -37.8027166941], [144.9680941278, -37.8027780558]], ""type"": ""LineString""}",17517,
"-37.802302435, 144.95638654875","{""coordinates"": [[144.9564013621, -37.8022237517], [144.9563717354, -37.8023811183]], ""type"": ""LineString""}",17559,
"-37.802257715850004, 144.95118802805","{""coordinates"": [[144.9512790024, -37.8022678508], [144.9510970537, -37.8022475809]], ""type"": ""LineString""}",17570,
"-37.80196938675, 144.94464980305","{""coordinates"": [[144.9446615534, -37.8019002604], [144.9446380527, -37.8020385131]], ""type"": ""LineString""}",17707,
"-37.80199787065, 144.9590258499","{""coordinates"": [[144.9587628638, -37.8019705616], [144.959288836, -37.8020251797]], ""type"": ""LineString""}",17732,
"-37.8132571267, 144.97373400729998","{""coordinates"": [[144.9737420466, -37.8132546868], [144.973725968, -37.8132595666]], ""type"": ""LineString""}",27239,
"-37.81326797495, 144.97369826099998","{""coordinates"": [[144.973725968, -37.8132595666], [144.973670554, -37.8132763833]], ""type"": ""LineString""}",27240,
"-37.81104882179462, 144.96712742489183","{""coordinates"": [[144.9671010338, -37.810991032], [144.9671456868, -37.8110875781], [144.9671508493, -37.8111076689]], ""type"": ""LineString""}",27259,
"-37.804689050250005, 144.94499443495","{""coordinates"": [[144.9450177067, -37.8045652984], [144.9449711632, -37.8048128021]], ""type"": ""LineString""}",27316,
"-37.79703678625, 144.9652957531","{""coordinates"": [[144.9652873128, -37.797035892], [144.9653041934, -37.7970376805]], ""type"": ""LineString""}",27347,
"-37.7954779026, 144.93865183370002","{""coordinates"": [[144.9387373913, -37.7954859639], [144.9385662761, -37.7954698413]], ""type"": ""LineString""}",27351,
"-37.8155078784, 144.96608557595","{""coordinates"": [[144.9660411949, -37.8155208516], [144.966129957, -37.8154949052]], ""type"": ""LineString""}",27371,
"-37.81470691925, 144.963530069","{""coordinates"": [[144.9635197747, -37.8146929564], [144.9635403633, -37.8147208821]], ""type"": ""LineString""}",27380,
"-37.81398329195, 144.96409566505002","{""coordinates"": [[144.9641065261, -37.8139800562], [144.964084804, -37.8139865277]], ""type"": ""LineString""}",27417,
"-37.8122386847734, 144.95515831181098","{""coordinates"": [[144.9550238512, -37.8122765536], [144.9551697419, -37.8122354883], [144.9552927595, -37.8122007701]], ""type"": ""LineString""}",27434,
"-37.81261305715, 144.97254669015","{""coordinates"": [[144.9725064417, -37.8126249671], [144.9725869386, -37.8126011472]], ""type"": ""LineString""}",27443,
"-37.81137514055, 144.95730379265","{""coordinates"": [[144.9573825414, -37.8113538921], [144.9572250439, -37.811396389]], ""type"": ""LineString""}",27449,
"-37.83296713496201, 144.9877227721947","{""coordinates"": [[144.9876310337, -37.8334272392], [144.9876519954, -37.8333316412], [144.98780413, -37.8325497473], [144.987811583, -37.8325064461]], ""type"": ""LineString""}",27459,
"-37.8218033891026, 144.95317508210258","{""coordinates"": [[144.9529935861, -37.8218558459], [144.9533476118, -37.8217535217], [144.9533566003, -37.8217510104]], ""type"": ""LineString""}",27489,
"-37.82124235405, 144.95504895210001","{""coordinates"": [[144.9551318925, -37.821220684], [144.9549660117, -37.8212640241]], ""type"": ""LineString""}",27493,
"-37.821110789567, 144.954902232311","{""coordinates"": [[144.9549660117, -37.8212640241], [144.9549181715, -37.8211441725], [144.9548356082, -37.8209587556]], ""type"": ""LineString""}",27494,
"-37.81913517555, 144.95350367615","{""coordinates"": [[144.9532429433, -37.8192132674], [144.953764409, -37.8190570837]], ""type"": ""LineString""}",27505,
"-37.818923009200006, 144.95426825815002","{""coordinates"": [[144.9542580128, -37.8189259979], [144.9542785035, -37.8189200205]], ""type"": ""LineString""}",27509,
"-37.818964500700005, 144.9541014975","{""coordinates"": [[144.9539449822, -37.8190030035], [144.9542580128, -37.8189259979]], ""type"": ""LineString""}",27511,
"-37.81862372335, 144.9629963878","{""coordinates"": [[144.9629749568, -37.8186299672], [144.9630178188, -37.8186174795]], ""type"": ""LineString""}",27515,
"-37.817957829600005, 144.96610124885","{""coordinates"": [[144.9660994352, -37.8179512296], [144.9661030625, -37.8179644296]], ""type"": ""LineString""}",27520,
"-37.817987114100006, 144.9661138686","{""coordinates"": [[144.9661113922, -37.8179819157], [144.966116345, -37.8179923125]], ""type"": ""LineString""}",27522,
"-37.817485034499995, 144.9588818236","{""coordinates"": [[144.958923954, -37.8175750298], [144.9588396932, -37.8173950392]], ""type"": ""LineString""}",27538,
"-37.81769153025, 144.95897348260002","{""coordinates"": [[144.9590230112, -37.8178080307], [144.958923954, -37.8175750298]], ""type"": ""LineString""}",27539,
"-37.81740669685, 144.96377789324998","{""coordinates"": [[144.9637641438, -37.8174102503], [144.9637916427, -37.8174031434]], ""type"": ""LineString""}",27541,
"-37.7900041108, 144.9352777725","{""coordinates"": [144.9352777725, -37.7900041108], ""type"": ""Point""}",11607,615050
"-37.7953492707, 144.95755571","{""coordinates"": [144.95755571, -37.7953492707], ""type"": ""Point""}",11608,108459
"-37.8057637858, 144.9569815901","{""coordinates"": [144.9569815901, -37.8057637858], ""type"": ""Point""}",11630,109836
"-37.7959128184, 144.9716516521","{""coordinates"": [144.9716516521, -37.7959128184], ""type"": ""Point""}",11636,107590
"-37.8018937621, 144.9478486703","{""coordinates"": [144.9478486703, -37.8018937621], ""type"": ""Point""}",11637,107764
"-37.8199940378, 144.9492736056","{""coordinates"": [144.9492736056, -37.8199940378], ""type"": ""Point""}",11639,598590
"-37.8329186057, 144.9873538712","{""coordinates"": [144.9873538712, -37.8329186057], ""type"": ""Point""}",11640,107829
"-37.8079066139, 144.9666278428","{""coordinates"": [144.9666278428, -37.8079066139], ""type"": ""Point""}",11649,106369
"-37.7888359214, 144.9313481883","{""coordinates"": [144.9313481883, -37.7888359214], ""type"": ""Point""}",11659,615772
"-37.7949935451, 144.9536546915","{""coordinates"": [144.9536546915, -37.7949935451], ""type"": ""Point""}",11661,104173
"-37.8153204178, 144.9831127507","{""coordinates"": [144.9831127507, -37.8153204178], ""type"": ""Point""}",11668,102013
"-37.8068346598, 144.9670533714","{""coordinates"": [144.9670533714, -37.8068346598], ""type"": ""Point""}",11679,102603
"-37.7779157566, 144.9412105327","{""coordinates"": [144.9412105327, -37.7779157566], ""type"": ""Point""}",11680,608421
"-37.807495831, 144.9660835768","{""coordinates"": [144.9660835768, -37.807495831], ""type"": ""Point""}",11686,108561
"-37.8090637319, 144.9671297021","{""coordinates"": [144.9671297021, -37.8090637319], ""type"": ""Point""}",11696,105443
"-37.7944528537, 144.9721802547","{""coordinates"": [144.9721802547, -37.7944528537], ""type"": ""Point""}",11704,106865
"-37.7764542012, 144.9414965323","{""coordinates"": [144.9414965323, -37.7764542012], ""type"": ""Point""}",11712,608388
"-37.7926279923, 144.921661141","{""coordinates"": [144.921661141, -37.7926279923], ""type"": ""Point""}",11720,110287
"-37.7995721854, 144.9171638392","{""coordinates"": [144.9171638392, -37.7995721854], ""type"": ""Point""}",11733,105232
"-37.7923667862, 144.9307480716","{""coordinates"": [144.9307480716, -37.7923667862], ""type"": ""Point""}",11735,614735
"-37.7971911937, 144.9454769236","{""coordinates"": [144.9454769236, -37.7971911937], ""type"": ""Point""}",11750,110245
"-37.8054386284, 144.9642790875","{""coordinates"": [144.9642790875, -37.8054386284], ""type"": ""Point""}",11754,101581
"-37.8361118519, 144.9805797489","{""coordinates"": [144.9805797489, -37.8361118519], ""type"": ""Point""}",11756,106663
"-37.8055563119, 144.947081595","{""coordinates"": [144.947081595, -37.8055563119], ""type"": ""Point""}",11760,106619
"-37.7938758897, 144.9718860465","{""coordinates"": [144.9718860465, -37.7938758897], ""type"": ""Point""}",11798,106877
"-37.7943868618, 144.9367263346","{""coordinates"": [144.9367263346, -37.7943868618], ""type"": ""Point""}",11802,617431
"-37.7998933179, 144.9509030586","{""coordinates"": [144.9509030586, -37.7998933179], ""type"": ""Point""}",11809,102229
"-37.7905602232, 144.9425301338","{""coordinates"": [144.9425301338, -37.7905602232], ""type"": ""Point""}",11812,616740
"-37.8146821779, 144.9872192932","{""coordinates"": [144.9872192932, -37.8146821779], ""type"": ""Point""}",11813,104951
"-37.80089351, 144.9469252994","{""coordinates"": [144.9469252994, -37.80089351], ""type"": ""Point""}",11890,100478
"-37.8275523937, 144.9591635112","{""coordinates"": [144.9591635112, -37.8275523937], ""type"": ""Point""}",11894,110466
"-37.793159926, 144.9318568379","{""coordinates"": [144.9318568379, -37.793159926], ""type"": ""Point""}",11909,615351
"-37.8144630369, 144.9594162627","{""coordinates"": [144.9594162627, -37.8144630369], ""type"": ""Point""}",11926,105854
"-37.8143571719, 144.9899580778","{""coordinates"": [144.9899580778, -37.8143571719], ""type"": ""Point""}",11940,560275
"-37.8138512963, 144.961204291","{""coordinates"": [144.961204291, -37.8138512963], ""type"": ""Point""}",11967,105851
"-37.7960196676, 144.9342289119","{""coordinates"": [144.9342289119, -37.7960196676], ""type"": ""Point""}",11986,104631
