geo_coordinates
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80159300007755, 144.97027600033306]"
"[-37.80163300012424, 144.97027100053677]"
"[-37.8029949998456, 144.97301700059083]"
"[-37.80294199963867, 144.97291699993437]"
"[-37.80130599977328, 144.9705149995518]"
"[-37.80118000011752, 144.9703899999964]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80210200004955, 144.97250899967784]"
"[-37.80162599996192, 144.97359999958843]"
"[-37.801304000018526, 144.97232100029592]"
"[-37.80180600028917, 144.97318299950885]"
"[-37.80175300012267, 144.97330499996008]"
"[-37.80168900022265, 144.97345000013354]"
"[-37.80197899971271, 144.97013099970718]"
"[-37.802833999760395, 144.9726640005963]"
"[-37.80283199975534, 144.97266100005643]"
"[-37.80278799982123, 144.97259499957346]"
"[-37.802023999804796, 144.9701130004077]"
"[-37.802039000134926, 144.97010700062788]"
"[-37.80199399956661, 144.9727149999552]"
"[-37.80210499953778, 144.97277300062615]"
"[-37.80153599995911, 144.9724389999349]"
"[-37.80249400013582, 144.97299499995756]"
"[-37.80257299954882, 144.97304799983652]"
"[-37.801143999826124, 144.97034199957145]"
"[-37.80273800011777, 144.97315000025802]"
"[-37.80280600013745, 144.97319800051747]"
"[-37.80307799949535, 144.97330200010822]"
"[-37.80308399965045, 144.97324199990229]"
"[-37.80159899976554, 144.9724790001362]"
"[-37.8016160001682, 144.97248499994421]"
"[-37.801570000394705, 144.97082900054988]"
"[-37.80263099985574, 144.97234600021812]"
"[-37.802320000278215, 144.9718400006135]"
"[-37.802225000139146, 144.97171800044052]"
"[-37.80221300021391, 144.97170199985254]"
"[-37.80214900017823, 144.97162100020395]"
"[-37.80213500022951, 144.97160200030066]"
"[-37.80206700001748, 144.9714970003165]"
"[-37.80203900024114, 144.97145199976893]"
"[-37.80304599976542, 144.97314200001472]"
"[-37.80301499961295, 144.97307600027185]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80146000033519, 144.97030599995568]"
"[-37.801573000215676, 144.97028399954536]"
"[-37.80549899954753, 144.97178200039397]"
"[-37.80537599975546, 144.97063000016126]"
"[-37.80648599979081, 144.96996800032153]"
"[-37.805275000230935, 144.97145099987537]"
"[-37.805488999992015, 144.97111500012596]"
"[-37.80561099977791, 144.97312000006067]"
"[-37.80559999994662, 144.97299999970446]"
"[-37.806276999640694, 144.9720190006463]"
"[-37.80639899991234, 144.97211599978095]"
"[-37.80643399973125, 144.97214200006647]"
"[-37.80530499974216, 144.97153099989052]"
"[-37.80534299960294, 144.97034199958767]"
"[-37.80715899969226, 144.9726990004986]"
"[-37.807165000109144, 144.97270300038042]"
"[-37.80623800006964, 144.97030300007953]"
"[-37.80526099962542, 144.97142599989513]"
"[-37.80598800034736, 144.971789999492]"
"[-37.80583099997921, 144.969569999524]"
"[-37.805758999841565, 144.9712219997909]"
"[-37.80568499971686, 144.97124000029692]"
"[-37.80565599964812, 144.97134100026636]"
"[-37.80566400026772, 144.97137500007605]"
"[-37.80578700010626, 144.97145100054252]"
"[-37.80582500007376, 144.97145099994728]"
"[-37.80582800009026, 144.97145099963072]"
"[-37.80583299952981, 144.9714480005555]"
"[-37.80703599973249, 144.97122200054102]"
"[-37.8070760003, 144.97122199956394]"
"[-37.80677599992146, 144.97129800030334]"
"[-37.806983000001495, 144.96930400015984]"
"[-37.812932000364434, 144.98893000028139]"
"[-37.81962000023183, 144.94260300055728]"
"[-37.812662999943434, 144.98897400051223]"
"[-37.81292200015308, 144.98915000053933]"
"[-37.812922999512075, 144.98915100030572]"
"[-37.82000599950799, 144.95117099998865]"
"[-37.81887399980011, 144.9731749998049]"
"[-37.81861899992676, 144.97212099989054]"
"[-37.819531000252795, 144.97434399952115]"
"[-37.819549999600966, 144.974375000392]"
"[-37.819686000032725, 144.97455699973284]"
"[-37.82080699999933, 144.97569800018357]"
"[-37.82086200003159, 144.97575399979848]"
"[-37.82088099954541, 144.97576699970736]"
"[-37.82044399984285, 144.9753979995422]"
"[-37.82090400027801, 144.9757799993645]"
"[-37.82096299949937, 144.97583299973257]"
"[-37.820216000098746, 144.97516299952568]"
"[-37.82070699954859, 144.97561499939772]"
"[-37.82135899974832, 144.97614799991564]"
"[-37.8198310000274, 144.9758360000002]"
"[-37.819822999872414, 144.97581700025736]"
"[-37.82116999979427, 144.97600399981243]"
"[-37.82151800013546, 144.9762900004752]"
"[-37.81936599995946, 144.97456400022878]"
"[-37.8193659996411, 144.97456000028365]"
"[-37.81951699967832, 144.97493700034877]"
"[-37.81948900029538, 144.9748690005979]"
"[-37.81964599968096, 144.9752989997425]"
"[-37.81491000010522, 144.97669599970462]"
"[-37.81428099962482, 144.97475299952467]"
"[-37.81430799982902, 144.9749890004783]"
"[-37.8147919999218, 144.9765789996397]"
"[-37.816604999713455, 144.96711700023658]"
"[-37.81414899954881, 144.97582799997252]"
"[-37.81440099958293, 144.9758830000069]"
"[-37.81853999961114, 144.9489959998585]"
"[-37.81946199970687, 144.94204600033368]"
"[-37.819463000025785, 144.94204100017416]"
"[-37.81964699957826, 144.94771199984555]"
"[-37.8196589997574, 144.947732999773]"
"[-37.81968900007604, 144.94776899995406]"
"[-37.820085999647695, 144.9502319999574]"
"[-37.821274000112254, 144.94909299957257]"
"[-37.819535000090525, 144.94193499952928]"
"[-37.81938799969791, 144.94221000026957]"
"[-37.81913899998691, 144.94724899954912]"
"[-37.81879999988605, 144.94919700015706]"
"[-37.820045999953614, 144.9481850001931]"
"[-37.820122000051704, 144.94837999978876]"
"[-37.82201099977799, 144.9496770003678]"
"[-37.82200700036135, 144.9496769997182]"
"[-37.818986999994, 144.943112000168]"
"[-37.81891900007843, 144.94357100004962]"
"[-37.820189999967795, 144.9483029998519]"
"[-37.82016000038095, 144.94825699981385]"
"[-37.81956699997975, 144.94766599942417]"
"[-37.819469999812725, 144.9475589997302]"
"[-37.814075000165516, 144.9427949999232]"
"[-37.80229400016924, 144.96590300035888]"
"[-37.802537999895186, 144.9657689998671]"
"[-37.802310999704005, 144.9660030002791]"
"[-37.80241699962033, 144.96611000024964]"
"[-37.80254100036988, 144.96605899952513]"
"[-37.802241999517626, 144.9659270003695]"
"[-37.81864700036871, 144.94946300056637]"
"[-37.80277999975376, 144.96537799980757]"
"[-37.80277699970704, 144.96537200008382]"
"[-37.802680999739195, 144.96530699959695]"
"[-37.80267700003707, 144.9653630006139]"
"[-37.80268499986111, 144.96543900033342]"
"[-37.819941000131365, 144.95071999987695]"
"[-37.81995899980016, 144.95074100030547]"
"[-37.82044800015221, 144.95116900042925]"
"[-37.81602100000717, 144.96684300033172]"
"[-37.815014999560574, 144.96646500044525]"
"[-37.81058899994997, 144.9643099995137]"
"[-37.8160440000282, 144.96688800026877]"
"[-37.81038699964265, 144.9642080006349]"
"[-37.81046400018884, 144.96425399963024]"
"[-37.81239399965742, 144.96519500051375]"
"[-37.81604299972586, 144.96688800045044]"
"[-37.813030999952765, 144.96540799981003]"
"[-37.81322299951997, 144.96543900011315]"
"[-37.81329800027872, 144.96542400052326]"
"[-37.81416300035645, 144.97584299942594]"
"[-37.81006000004868, 144.96403800013601]"
"[-37.815471999505704, 144.96666700047825]"
"[-37.815514000111, 144.9666820003329]"
"[-37.80986000038286, 144.96394300038648]"
"[-37.81260499992325, 144.96525600062733]"
"[-37.809707999747175, 144.9638199996177]"
"[-37.81265099973709, 144.96524000021634]"
"[-37.81265800007091, 144.9652399999885]"
"[-37.809347000016125, 144.96367100042409]"
"[-37.809250999789235, 144.96363599967793]"
"[-37.80922699975168, 144.9636260000469]"
"[-37.809185000033025, 144.96360799977936]"
"[-37.80976699979279, 144.96385199964078]"
"[-37.81388900019123, 144.96583399988126]"
"[-37.8077600001909, 144.9629970002173]"
"[-37.80912900007723, 144.96312500059736]"
"[-37.807693000259, 144.9629859995642]"
"[-37.80243999952719, 144.96569800031108]"
"[-37.802399999838244, 144.96569799958988]"
"[-37.802320000210315, 144.96603600059]"
"[-37.80253800019844, 144.96606399970935]"
"[-37.803139000019804, 144.96591900040156]"
"[-37.81919700003962, 144.9649649997206]"
"[-37.81838999954239, 144.97359800018572]"
"[-37.81839200028601, 144.9735790001854]"
"[-37.81833600040426, 144.97483400042893]"
"[-37.81840399969186, 144.97340900054948]"
"[-37.81841300002254, 144.9732820003297]"
"[-37.818358999644715, 144.97425099964948]"
"[-37.818367999483364, 144.97393599978417]"
"[-37.81849599996009, 144.97143899992716]"
"[-37.81845099993987, 144.9722840000924]"
"[-37.81845499993944, 144.97216300062706]"
"[-37.8185499996843, 144.97157000016318]"
"[-37.81867900021334, 144.97248499954844]"
"[-37.818840999996915, 144.97308100057222]"
"[-37.81988299970702, 144.97480500032125]"
"[-37.81921400029484, 144.97377300005246]"
"[-37.819949999969445, 144.97488099997386]"
"[-37.82014000012513, 144.9750890004966]"
"[-37.82054899979883, 144.97550099955816]"
"[-37.821691999716535, 144.97643500014428]"
"[-37.82170499969605, 144.9764429996852]"
"[-37.81936599974767, 144.97458400000363]"
"[-37.81132300011698, 144.97543200060025]"
"[-37.81131199949332, 144.97543299968225]"
"[-37.80221499969869, 144.97110200049892]"
"[-37.80221999980239, 144.97109700032337]"
"[-37.81124099970374, 144.97518900020955]"
"[-37.81170699969544, 144.97489900008867]"
"[-37.80144599953507, 144.97205099975224]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80148499989184, 144.97072600063913]"
"[-37.806622999495126, 144.97131299959113]"
"[-37.80575299961015, 144.97161700058254]"
"[-37.8151090001431, 144.93706100000333]"
"[-37.81542500025946, 144.93631000033756]"
"[-37.81469300014395, 144.93780500011388]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80138799997363, 144.9740050000917]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80172200001716, 144.97023500012733]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80213899992929, 144.97241600011483]"
"[-37.80173099976862, 144.9733579995093]"
"[-37.80193500006734, 144.97015000059073]"
"[-37.8011460002917, 144.97026100008537]"
"[-37.80114999971433, 144.97026099962704]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.802582000072434, 144.97305299988136]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80168500018987, 144.97252699975593]"
"[-37.80171199965848, 144.97253800059642]"
"[-37.80231600043026, 144.97183599969856]"
"[-37.801452999716844, 144.97393300029742]"
"[-37.80192499976984, 144.9713090000771]"
"[-37.80183499962897, 144.97116900005898]"
"[-37.80679499989996, 144.96955600009127]"
"[-37.80592499954203, 144.97143599999237]"
"[-37.81471399976009, 144.96431000026007]"
"[-37.81462599970801, 144.97560199980242]"
"[-37.81464500038991, 144.97557999982914]"
"[-37.815182000047606, 144.97703200008638]"
"[-37.81367500015905, 144.9752199995514]"
"[-37.822188000179615, 144.9495050000459]"
"[-37.822155999742165, 144.94959800026325]"
"[-37.819729000214316, 144.94993599958525]"
"[-37.8195609999487, 144.94181699978245]"
"[-37.81989599970918, 144.94798999996465]"
"[-37.8199099998287, 144.94800600060844]"
"[-37.81870999965525, 144.9441379998972]"
"[-37.81815800008159, 144.94552099991213]"
"[-37.818294000375865, 144.94513600005382]"
"[-37.821990000278824, 144.95032100031355]"
"[-37.81817000021981, 144.9454910004264]"
"[-37.81933000027145, 144.9423779996396]"
"[-37.8189539999771, 144.94346399972645]"
"[-37.8189559999504, 144.9433210004607]"
"[-37.81894700014555, 144.94323300002452]"
"[-37.818939999878964, 144.94351000048235]"
"[-37.821655999831464, 144.95135499992858]"
"[-37.82060999987984, 144.94854200048786]"
"[-37.82025100024653, 144.94837399994356]"
"[-37.81985399983449, 144.94797000007324]"
"[-37.819431000297875, 144.94752000000244]"
"[-37.803073000054276, 144.96581500005678]"
"[-37.80300299972318, 144.9657290003955]"
"[-37.802714000273994, 144.96566499970564]"
"[-37.80273899980049, 144.96589000052214]"
"[-37.81956500028501, 144.95041000031418]"
"[-37.81898900003344, 144.94981799971768]"
"[-37.819709999789055, 144.95053599974423]"
"[-37.81983799966434, 144.95063099953717]"
"[-37.82119599957965, 144.95181299984864]"
"[-37.821207999646106, 144.95182300049365]"
"[-37.819247999984356, 144.96445099983347]"
"[-37.81924799993566, 144.9644289995904]"
"[-37.81925000039122, 144.96439000058552]"
"[-37.819252000236176, 144.96435299986217]"
"[-37.82074099980385, 144.951436000241]"
"[-37.82090499960211, 144.95156900003457]"
"[-37.82103999984723, 144.95167700019604]"
"[-37.82109499971438, 144.9517209999998]"
"[-37.819211999580766, 144.9647949998531]"
"[-37.81922399959366, 144.96473399974323]"
"[-37.819231000114094, 144.96465800056612]"
"[-37.81924200002646, 144.9645549995449]"
"[-37.819449000030644, 144.96363700014223]"
"[-37.81945200028559, 144.9636279998697]"
"[-37.819309999756435, 144.96395600034117]"
"[-37.81950399978065, 144.96342499958342]"
"[-37.8183479999656, 144.9744959996588]"
"[-37.818325000162254, 144.9750519995822]"
"[-37.81833200023577, 144.97487100061267]"
"[-37.81841000036276, 144.9733259995007]"
"[-37.818416999594824, 144.9731649997392]"
"[-37.818362999674484, 144.97417100022378]"
"[-37.81996900035079, 144.97490400001823]"
"[-37.81948499985486, 144.9742690000282]"
"[-37.819509999575764, 144.9743040003597]"
"[-37.819571000184105, 144.9744029997033]"
"[-37.81964499985586, 144.97450899965503]"
"[-37.82023999964368, 144.97517900027609]"
"[-37.82108300014077, 144.9759369999569]"
"[-37.82113800004192, 144.975966000466]"
"[-37.82114599948926, 144.9759749998806]"
"[-37.82115700026992, 144.97598999974502]"
"[-37.82122199955889, 144.9760449995946]"
"[-37.82122900018318, 144.97604900039903]"
"[-37.82124099994417, 144.976057999614]"
"[-37.821627999678995, 144.97637499977782]"
"[-37.82169399954546, 144.97643699952553]"
"[-37.81936599949164, 144.97454699958587]"
"[-37.81956199962042, 144.97507500010238]"
"[-37.80255499980633, 144.97135699964343]"
"[-37.813750000500846, 144.94181100039646]"
"[-37.811569999920366, 144.97538800008758]"
"[-37.80162300037948, 144.97360500052915]"
"[-37.80124000035767, 144.97230499998295]"
"[-37.80165499954994, 144.97352200056332]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80114900030905, 144.97026099972928]"
"[-37.80114999971433, 144.97026099962704]"
"[-37.801187999628986, 144.9702760006287]"
"[-37.80200100004688, 144.97012199954503]"
"[-37.80696899990129, 144.9710540005315]"
"[-37.8019309996645, 144.97267300041884]"
"[-37.80198699974707, 144.97271100040217]"
"[-37.8020470001138, 144.97273899970952]"
"[-37.802405000216794, 144.97293099999163]"
"[-37.80244399966053, 144.9729610003385]"
"[-37.802517000029695, 144.9730150000914]"
"[-37.80255299950691, 144.97303599979654]"
"[-37.80255500030255, 144.97303799970112]"
"[-37.80271899975196, 144.9731409996679]"
"[-37.80272999998506, 144.97314599957997]"
"[-37.80281399970671, 144.97320600027902]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80308400037241, 144.973239999778]"
"[-37.8140410000678, 144.94111600055305]"
"[-37.811696000002854, 144.97491200012263]"
"[-37.8144339997838, 144.9403130002138]"
"[-37.811708000001595, 144.97489900001787]"
"[-37.81410000008282, 144.94102500028873]"
"[-37.8114710002834, 144.97540299956358]"
"[-37.8113560002431, 144.975417999888]"
"[-37.82025699987217, 144.9421640004737]"
"[-37.80282699961888, 144.97021000024128]"
"[-37.81119099965639, 144.97522600060003]"
"[-37.80117799961342, 144.97229000013667]"
"[-37.80122800020387, 144.97226700005044]"
"[-37.81965300034261, 144.9445320004482]"
"[-37.81392400038723, 144.9414160002593]"
"[-37.8197559998037, 144.94415199973304]"
"[-37.82004200035531, 144.94323599996972]"
"[-37.820067999581454, 144.94314099998084]"
"[-37.82013399970718, 144.94257399990263]"
"[-37.80135600040631, 144.9721500002934]"
"[-37.80197400004256, 144.97140000000087]"
"[-37.802747999943904, 144.970809999506]"
"[-37.80242700029395, 144.97084400057147]"
"[-37.81971700020429, 144.94396999964002]"
"[-37.80246800032797, 144.97076999958983]"
"[-37.819141000100885, 144.94598400017708]"
"[-37.81980100015496, 144.94368700016915]"
"[-37.811666000258754, 144.9749300004719]"
"[-37.81958500003423, 144.94434000027078]"
"[-37.813720000247116, 144.94200500054]"
"[-37.81929600011515, 144.9452899995133]"
"[-37.81955999971179, 144.9444150001881]"
"[-37.81136499978867, 144.9751129997944]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.801446999695436, 144.97067500055957]"
"[-37.80243899999946, 144.97010800042833]"
"[-37.807052000269344, 144.97118099956228]"
"[-37.8070399997922, 144.9711350005882]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.81849700013838, 144.97094700016362]"
"[-37.81849700013838, 144.97094700016362]"
"[-37.818548999895754, 144.97168699956129]"
"[-37.818541999707385, 144.9717490006075]"
"[-37.81854699995735, 144.9718239997462]"
"[-37.81850400034147, 144.97119299972692]"
"[-37.81986100008402, 144.9668160001258]"
"[-37.81962400036072, 144.96352900026892]"
"[-37.819617999776064, 144.96353099988715]"
"[-37.82276099968304, 144.95193900025927]"
"[-37.82036999967804, 144.96439400002654]"
"[-37.81990800006462, 144.9665040003356]"
"[-37.82247800047234, 144.95266700008432]"
"[-37.82236399971129, 144.95168600046773]"
"[-37.82234999965149, 144.9516749995859]"
"[-37.81378000037237, 144.96595899975884]"
"[-37.81443800013215, 144.96614099951333]"
"[-37.81292199987479, 144.96566800035873]"
"[-37.81350200001655, 144.96575800054418]"
"[-37.813619999771696, 144.96592700037806]"
"[-37.829946999633165, 144.96502699969588]"
"[-37.81618199949601, 144.93856299957966]"
"[-37.78488899951503, 144.96190599980372]"
"[-37.81618799970691, 144.93832099999247]"
"[-37.816295999513535, 144.9373880003505]"
"[-37.81644900030837, 144.93777200006238]"
"[-37.8229500004668, 144.94162499987488]"
"[-37.8022639995378, 144.97105199998953]"
"[-37.813837000146926, 144.9416159996292]"
"[-37.82015000017147, 144.94251300041648]"
"[-37.819475999532656, 144.94461899995113]"
"[-37.801878999612164, 144.97152200058807]"
"[-37.80284499993503, 144.97053899986227]"
"[-37.81906799980461, 144.94622800031988]"
"[-37.81936299999326, 144.94485499995469]"
"[-37.81957400028861, 144.94437200057246]"
"[-37.81041200016355, 144.9642139997762]"
"[-37.81032799968378, 144.96417600007865]"
"[-37.81699699982209, 144.96727099969033]"
"[-37.83007700010903, 144.96503699962463]"
"[-37.81614099959754, 144.96689200027566]"
"[-37.815984000135, 144.96684100063325]"
"[-37.81716899985091, 144.96734599956454]"
"[-37.78198699978175, 144.95035599976453]"
"[-37.7821230002863, 144.95002300003563]"
"[-37.7821419999941, 144.9499789997179]"
"[-37.781865000042586, 144.9500290000709]"
"[-37.81383099954701, 144.94116999979806]"
"[-37.78175900030363, 144.9497289996465]"
"[-37.781711999650454, 144.94976799981984]"
"[-37.78142699993226, 144.95024200025168]"
"[-37.781890000213934, 144.94992599970317]"
"[-37.82243399974308, 144.9528499999175]"
"[-37.82005399964912, 144.9655419995096]"
"[-37.822207999891674, 144.95169099978378]"
"[-37.819939000076054, 144.96627799984702]"
"[-37.82013699999316, 144.96523000009176]"
"[-37.82161400024118, 144.9628210004737]"
"[-37.81430499955376, 144.97813799959158]"
"[-37.81433699995097, 144.9783940003104]"
"[-37.81434499979912, 144.97843500007318]"
"[-37.814683999958014, 144.98007999958605]"
"[-37.81481799985595, 144.981407000454]"
"[-37.814831000254244, 144.98149500011448]"
"[-37.81470499949428, 144.97973999978385]"
"[-37.81438599992257, 144.98107100045905]"
"[-37.81970099958556, 144.94532800009094]"
"[-37.813793000059036, 144.9826660001593]"
"[-37.820043999496946, 144.94541899971725]"
"[-37.82053799993946, 144.9448140005157]"
"[-37.820536999666324, 144.94480599986449]"
"[-37.82053400000247, 144.94503499977316]"
"[-37.82039299949064, 144.9446870000276]"
"[-37.7987050001432, 144.92242400033555]"
"[-37.81286799990252, 144.9432529997336]"
"[-37.817689000329814, 144.94622400055434]"
"[-37.81773900007286, 144.9462379995018]"
"[-37.813359000133346, 144.97867399979995]"
"[-37.8128160000116, 144.98143099967527]"
"[-37.81229299975374, 144.9822690004582]"
"[-37.82047599966539, 144.94523700020233]"
"[-37.82013899994538, 144.94486400033537]"
"[-37.81191799974376, 144.9827920004599]"
"[-37.813447999771164, 144.979479000288]"
"[-37.79840000011821, 144.9218749998163]"
"[-37.81146900000989, 144.96636699973163]"
"[-37.81967400005991, 144.9469379999274]"
"[-37.81505799970152, 144.94490599976365]"
"[-37.8185349995935, 144.94657900030865]"
"[-37.82094199994965, 144.94753599996338]"
"[-37.79870800011347, 144.92244300060602]"
"[-37.81969799969994, 144.94262699961394]"
"[-37.821264000244355, 144.9474329996136]"
"[-37.82125500020564, 144.94742999984888]"
"[-37.821254999862944, 144.94742599981933]"
"[-37.8212080002671, 144.94741200046047]"
"[-37.82040800020905, 144.94723500048647]"
"[-37.81758199956603, 144.94599699998398]"
"[-37.82186000024945, 144.9477459996333]"
"[-37.81685300024008, 144.9457270002355]"
"[-37.81953999975111, 144.9433849997315]"
"[-37.79877900017586, 144.9230080005654]"
"[-37.798778000256014, 144.92300000029252]"
"[-37.797385000257, 144.9250399998079]"
"[-37.79702999950723, 144.9247220004145]"
"[-37.79891099997665, 144.92587899955495]"
"[-37.79906199999343, 144.9256690001134]"
"[-37.79865400003638, 144.9259489997557]"
"[-37.79802300001678, 144.92377700036184]"
"[-37.79783199950161, 144.92522600051683]"
"[-37.797861999499496, 144.92542799970104]"
"[-37.799119999862995, 144.92593399981774]"
"[-37.79815399986145, 144.92460900041942]"
"[-37.7978809995529, 144.92508200048562]"
"[-37.79795999962762, 144.92495100023768]"
"[-37.79809599992763, 144.92620100018638]"
"[-37.797102000136945, 144.92478799990576]"
"[-37.79809799955382, 144.92586000018142]"
"[-37.79807699956161, 144.92582700063937]"
"[-37.79702199950719, 144.92470700057262]"
"[-37.79702500032106, 144.92465100043705]"
"[-37.79771500017749, 144.925447999611]"
"[-37.797766999563564, 144.92541499991225]"
"[-37.79750199977976, 144.92213100064305]"
"[-37.797484999869376, 144.92215999969528]"
"[-37.79745599981376, 144.92222499996583]"
"[-37.797394000335345, 144.92240900049666]"
"[-37.797378999637104, 144.92251700046702]"
"[-37.79795600020067, 144.92562399971982]"
"[-37.797952999945466, 144.9256179997601]"
"[-37.79793499962243, 144.9255680003244]"
"[-37.79832500006565, 144.92430599967608]"
"[-37.798340999804566, 144.92407099984118]"
"[-37.798396000154945, 144.9241280006261]"
"[-37.79767600011442, 144.923458999616]"
"[-37.79744300010309, 144.92510599987537]"
"[-37.798607000260816, 144.9243380001939]"
"[-37.7972189996082, 144.9249040002245]"
"[-37.79896899953943, 144.92446900052795]"
"[-37.798324999781485, 144.92597999994052]"
"[-37.798939000083024, 144.92445400060106]"
"[-37.799186000217304, 144.9256209998634]"
"[-37.799092999976786, 144.92499499986133]"
"[-37.79910499992257, 144.92508900049606]"
"[-37.79911699957487, 144.9251590002468]"
"[-37.811084999545365, 144.93554700004552]"
"[-37.811484999934066, 144.93580399956113]"
"[-37.81425199978614, 144.94373300032132]"
"[-37.81456200007727, 144.94289500040884]"
"[-37.79758399967139, 144.92359899956543]"
"[-37.811618999696556, 144.96828100014247]"
"[-37.81523400019299, 144.94117999951453]"
"[-37.81525699953798, 144.94110699994346]"
"[-37.81145700004949, 144.93555400006437]"
"[-37.79717299995008, 144.92432800059984]"
"[-37.797347999510436, 144.92395500042872]"
"[-37.797663999923124, 144.92358399990235]"
"[-37.797542000110006, 144.92362999986312]"
"[-37.79756199979195, 144.9236599999516]"
"[-37.79757299955475, 144.92363000060476]"
"[-37.815649999918705, 144.9400059997976]"
"[-37.81604900019236, 144.93881199987777]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.80235400029933, 144.97197000049886]"
"[-37.80212399972786, 144.9724530000816]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.802479000308594, 144.97213699977877]"
"[-37.80243899960595, 144.97202600044605]"
"[-37.80552699977021, 144.97113000007678]"
"[-37.805520999920134, 144.97163099953787]"
"[-37.80617700037937, 144.97139199987143]"
"[-37.80560299986433, 144.9696199995403]"
"[-37.80526200018246, 144.97143700010216]"
"[-37.806263999658, 144.97026099977583]"
"[-37.8066780001482, 144.9723279997782]"
"[-37.80530199962143, 144.97003599993414]"
"[-37.80526599968862, 144.97134299998817]"
"[-37.80533200038939, 144.9711830002112]"
"[-37.8060859998382, 144.9711910006223]"
"[-37.805675999586946, 144.97124799969785]"
"[-37.80710300012176, 144.97120999988752]"
"[-37.80670100032351, 144.97130699964544]"
"[-37.807242999693685, 144.97119100012563]"
"[-37.80604400005349, 144.97056799962775]"
"[-37.805938999756876, 144.9707180005399]"
"[-37.8129429996061, 144.98892200018867]"
"[-37.81262299989568, 144.98893899979612]"
"[-37.81288100010436, 144.98906899996493]"
"[-37.819997999830335, 144.95119700007277]"
"[-37.812903000304715, 144.98913599999875]"
"[-37.82015600020453, 144.95063700039165]"
"[-37.813041999499006, 144.98877599982893]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.82065199997971, 144.94838099971037]"
"[-37.8206939998613, 144.94821400044938]"
"[-37.81271299974488, 144.98922300006393]"
"[-37.819243999614, 144.95334800005793]"
"[-37.819144000055424, 144.9537949997989]"
"[-37.81312599969627, 144.98865899991412]"
"[-37.81983499996593, 144.95169200013595]"
"[-37.81273699950204, 144.98909400033432]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.82045700014823, 144.94895899998522]"
"[-37.82053399978546, 144.9487080003788]"
"[-37.81993199972927, 144.9427009998423]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.81307100016582, 144.9424390003581]"
"[-37.82078800024004, 144.94722000040977]"
"[-37.82023200009924, 144.94662499951008]"
"[-37.81470900001699, 144.94008300020286]"
"[-37.81459799983985, 144.93803200036547]"
"[-37.81433799984921, 144.938601999764]"
"[-37.81485200025968, 144.94016400006188]"
"[-37.813507999560215, 144.9409080001282]"
"[-37.81932599952171, 144.94649100057373]"
"[-37.813439999619106, 144.94105100052641]"
"[-37.81247299958573, 144.9888309998181]"
"[-37.81247299958573, 144.9888309998181]"
"[-37.81394699970122, 144.93972999994816]"
"[-37.82058900017562, 144.9464680003973]"
"[-37.83776000025804, 144.98014800015642]"
"[-37.81934799977149, 144.9444149995256]"
"[-37.819127000004016, 144.9442790001094]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.8014489997925, 144.97393800015556]"
"[-37.80197100011853, 144.97137499995367]"
"[-37.80193899997358, 144.97132999993812]"
"[-37.80109000004725, 144.9702759997199]"
"[-37.802177999882794, 144.9700930002693]"
"[-37.80189999967385, 144.97265000056197]"
"[-37.80154200020926, 144.97244100059027]"
"[-37.802188999508815, 144.97282400062466]"
"[-37.80228900002177, 144.97180700058902]"
"[-37.80148300017746, 144.97389199978855]"
"[-37.78104500036879, 144.94101699939822]"
"[-37.77820399992212, 144.93989799990337]"
"[-37.777628999833624, 144.9384830002867]"
"[-37.77545000030614, 144.93887300022828]"
"[-37.77733199976094, 144.94124599974958]"
