geo_coordinates
"[-37.81137099998202, 144.98074200041685]"
"[-37.81949999965251, 144.94914200027384]"
"[-37.81950999961112, 144.94915299966485]"
"[-37.811174000124, 144.97854000040942]"
"[-37.81117600037849, 144.9785320002133]"
"[-37.813451999792036, 144.98042299993534]"
"[-37.81166899961881, 144.98280599980433]"
"[-37.81143200008401, 144.98064800057585]"
"[-37.81155799999675, 144.9818929998028]"
"[-37.81158699991925, 144.98225899993162]"
"[-37.8132660001876, 144.98042300012153]"
"[-37.813221999708574, 144.98040799962547]"
"[-37.813065000275174, 144.98044799971845]"
"[-37.81142099953032, 144.98045799954716]"
"[-37.8114150002946, 144.98039199985774]"
"[-37.81141299971653, 144.98036200055256]"
"[-37.81152399964409, 144.98150300037878]"
"[-37.81117600034066, 144.97853100061988]"
"[-37.81081400037758, 144.9808490005212]"
"[-37.81075299975247, 144.98085599994118]"
"[-37.78077799964769, 144.96250900048244]"
"[-37.821282999511475, 144.9641010002032]"
"[-37.82086200007184, 144.96226500042027]"
"[-37.82086200007184, 144.96226500042027]"
"[-37.7786099998593, 144.94169700000285]"
"[-37.82103099962688, 144.96191399977994]"
"[-37.82104399991765, 144.96219400031296]"
"[-37.821002999487426, 144.96187699975593]"
"[-37.77618099960127, 144.94213899953527]"
"[-37.77618999953064, 144.94213600011582]"
"[-37.780568999498925, 144.94056999984974]"
"[-37.78106399977665, 144.94122299972355]"
"[-37.7811179999538, 144.94122000026243]"
"[-37.78112299985633, 144.94121799940905]"
"[-37.78121799969333, 144.94119400006196]"
"[-37.77718700029097, 144.93840000020464]"
"[-37.77718700029097, 144.93840000020464]"
"[-37.77718700029097, 144.93840000020464]"
"[-37.77718700029097, 144.93840000020464]"
"[-37.77725299974547, 144.93847800050662]"
"[-37.77901500043913, 144.94021599979362]"
"[-37.779208000250854, 144.9402309999517]"
"[-37.778603000377736, 144.94021899959915]"
"[-37.77859499951706, 144.94021100029224]"
"[-37.7814319996507, 144.94114900036615]"
"[-37.777269000249674, 144.9383930000084]"
"[-37.77725199949472, 144.93839999960875]"
"[-37.77840700011822, 144.93943799988028]"
"[-37.77679899963718, 144.9389680005097]"
"[-37.77816200020312, 144.93980900011036]"
"[-37.78087400033076, 144.9408469996315]"
"[-37.7783869998292, 144.93931099954128]"
"[-37.77837799958981, 144.93929600002753]"
"[-37.777617999563155, 144.94255099991898]"
"[-37.77937999990449, 144.94220999992936]"
"[-37.7793790003466, 144.94220699951504]"
"[-37.779350999930614, 144.9418520003874]"
"[-37.77933500008406, 144.94169500056006]"
"[-37.77687999991259, 144.9405620005357]"
"[-37.77579999973137, 144.94101500013937]"
"[-37.775833999712965, 144.94124299984708]"
"[-37.77584000013203, 144.94132000001488]"
"[-37.777318000229656, 144.94122399965525]"
"[-37.777077000188925, 144.94085699948042]"
"[-37.77854200004956, 144.94077600020748]"
"[-37.77658599970722, 144.9404750003272]"
"[-37.77758599970821, 144.940410999828]"
"[-37.77752999949763, 144.94175000036563]"
"[-37.77590399949908, 144.94188499969547]"
"[-37.77923399962481, 144.94142500047846]"
"[-37.77842299969603, 144.9393680002237]"
"[-37.778288999829705, 144.93918400037145]"
"[-37.778156000048824, 144.93899299983843]"
"[-37.77918700001823, 144.9413399999607]"
"[-37.779176000148546, 144.94132200014175]"
"[-37.775790000141455, 144.9406389998291]"
"[-37.77577600018722, 144.9408259995625]"
"[-37.77764299981177, 144.93847400060787]"
"[-37.77649400037873, 144.94124200018737]"
"[-37.78328499997365, 144.95421500019015]"
"[-37.7840489999627, 144.95506400037505]"
"[-37.784019000373476, 144.95507800002963]"
"[-37.78625799958177, 144.95221999965972]"
"[-37.78555799978229, 144.95311600007133]"
"[-37.78537199973214, 144.95338200033206]"
"[-37.78607399985767, 144.9524459998878]"
"[-37.78604700011064, 144.95248200053462]"
"[-37.78585600008602, 144.95273100050187]"
"[-37.78304100015417, 144.9539489995403]"
"[-37.78400500013983, 144.9550649997395]"
"[-37.7839749997214, 144.9550229997285]"
"[-37.782718000278976, 144.9535279998504]"
"[-37.78292799989888, 144.9537810001668]"
"[-37.77904699961015, 144.94105299952028]"
"[-37.784886000345956, 144.95398200051736]"
"[-37.779076000264496, 144.94104000055395]"
"[-37.77907700036882, 144.94104199949842]"
"[-37.77910000037729, 144.94105499975348]"
"[-37.779408000334236, 144.94102499956458]"
"[-37.78540399962907, 144.9533500001713]"
"[-37.77923399991867, 144.94103199996917]"
"[-37.784613999585126, 144.95430599997616]"
"[-37.77794900008797, 144.93903499994587]"
"[-37.78419499984833, 144.95485800042357]"
"[-37.784087000085925, 144.9550120003765]"
"[-37.78339499984217, 144.95435099983905]"
"[-37.7869130003899, 144.95138800019427]"
"[-37.785636999786064, 144.95301100014234]"
"[-37.781333000300954, 144.95124800052548]"
"[-37.781330999677714, 144.95124800013278]"
"[-37.78135000012841, 144.95074200001952]"
"[-37.781345000341595, 144.9507940004941]"
"[-37.7816309995462, 144.95086700060062]"
"[-37.781398000035466, 144.9514189994053]"
"[-37.78168800021771, 144.95166299979357]"
"[-37.781684999858456, 144.95164499951716]"
"[-37.78237200007407, 144.94960700038925]"
"[-37.78249900037629, 144.95325500060926]"
"[-37.781341999969484, 144.9509039996759]"
"[-37.82022300021139, 144.96280799996754]"
"[-37.820218999535626, 144.96281100005297]"
"[-37.820124999850535, 144.96292699981646]"
"[-37.78232699989126, 144.9530450002624]"
"[-37.781839999733236, 144.9515039997567]"
"[-37.78183699963059, 144.95146699998958]"
"[-37.820717999980346, 144.96224300005383]"
"[-37.8206649996128, 144.9622990004657]"
"[-37.782410000423376, 144.94951399978098]"
"[-37.78170500002151, 144.95052600005133]"
"[-37.78186999961666, 144.95090099990455]"
"[-37.781834000110905, 144.95128600041286]"
"[-37.781834000150546, 144.95126299964025]"
"[-37.781900000110014, 144.9506799998257]"
"[-37.78133299991684, 144.9511210003947]"
"[-37.78203999971487, 144.95021399967328]"
"[-37.782090999656695, 144.9500939995168]"
"[-37.813838999808446, 144.9411739998134]"
"[-37.78136799993373, 144.95054900022546]"
"[-37.77695999969309, 144.93855800034012]"
"[-37.7785180002008, 144.94014199955808]"
"[-37.77836999971878, 144.94005800045394]"
"[-37.778266999605144, 144.9399719995928]"
"[-37.78141600012847, 144.94115399973225]"
"[-37.7771080003758, 144.9384449997264]"
"[-37.777354999640316, 144.93835999980726]"
"[-37.779932000231305, 144.94029899961242]"
"[-37.779914999687634, 144.94029200049923]"
"[-37.77820999964827, 144.93905100010366]"
"[-37.77840599982068, 144.9394380004088]"
"[-37.77840899983238, 144.93943799998306]"
"[-37.77901499968619, 144.94161999945868]"
"[-37.77988099961334, 144.94145199998434]"
"[-37.77990499977987, 144.94145200061214]"
"[-37.77840100007495, 144.93943799959695]"
"[-37.779666999856154, 144.9414929998617]"
"[-37.77841099954656, 144.9394380000858]"
"[-37.77784300022155, 144.93859600010094]"
"[-37.77721899988074, 144.9383849995988]"
"[-37.7817400000912, 144.94129200007416]"
"[-37.78082000035206, 144.94079800002243]"
"[-37.78061800002674, 144.94061200060082]"
"[-37.778359999842145, 144.93926800041706]"
"[-37.77938899989689, 144.9402309995932]"
"[-37.77938099988256, 144.94222199958276]"
"[-37.77937699985546, 144.94219699981497]"
"[-37.77726899983848, 144.9411539996092]"
"[-37.7759559998767, 144.94056699956562]"
"[-37.77667999970377, 144.94046000005676]"
"[-37.77659700001751, 144.94047400018164]"
"[-37.77732699957402, 144.93835399953934]"
"[-37.777610999796394, 144.9412180004344]"
"[-37.77711500021893, 144.9396690002557]"
"[-37.77867599999257, 144.94064700052613]"
"[-37.77602299949667, 144.94134500001667]"
"[-37.776103999567, 144.94133599982766]"
"[-37.7775360000735, 144.9418129996838]"
"[-37.775958000173894, 144.94136000058074]"
"[-37.77867600011436, 144.93971600052154]"
"[-37.77867199990504, 144.9397090005974]"
"[-37.778512000085435, 144.93948699999203]"
"[-37.77849299991588, 144.9394610002472]"
"[-37.81227500007071, 144.97926700053847]"
"[-37.81124800004399, 144.97922099999533]"
"[-37.837690000202045, 144.97791800034204]"
"[-37.81054699979972, 144.98080400056637]"
"[-37.81051100038354, 144.98076800004475]"
"[-37.83747599967019, 144.97774699997387]"
"[-37.81149099980379, 144.98122000047644]"
"[-37.81120099974875, 144.97885900030806]"
"[-37.8111820000328, 144.97877000019852]"
"[-37.814850000049404, 144.98014800018987]"
"[-37.814317999954135, 144.98022200045457]"
"[-37.77630499991813, 144.94129500040503]"
"[-37.814946999859075, 144.98251300034937]"
"[-37.77554699985699, 144.93892199972007]"
"[-37.77757800029061, 144.94218599960703]"
"[-37.77760199949968, 144.94238799968494]"
"[-37.77642000016687, 144.9396269996975]"
"[-37.776633999918275, 144.9395899999795]"
"[-37.814610000252934, 144.97908000034693]"
"[-37.81490799992353, 144.98219200020517]"
"[-37.81375299965934, 144.98001400029534]"
"[-37.81362400013984, 144.98008699966965]"
"[-37.815008999773106, 144.98161600039]"
"[-37.815123999764275, 144.97800700050846]"
"[-37.81466899979338, 144.9813159999784]"
"[-37.81380199996086, 144.98056800013933]"
"[-37.813621999867856, 144.98042299953917]"
"[-37.815691000205994, 144.98223900031581]"
"[-37.814681999952576, 144.98009899958916]"
"[-37.81475300035638, 144.9807860001389]"
"[-37.81390599950235, 144.979840000482]"
"[-37.813923000361356, 144.97981799952262]"
"[-37.814770999711904, 144.98096800027022]"
"[-37.81477199953017, 144.98098499991016]"
"[-37.81479000003126, 144.9811519997761]"
"[-37.81481000027713, 144.98133100005032]"
"[-37.81481000032749, 144.9813330004728]"
"[-37.814821000242304, 144.98142499978798]"
"[-37.81454199983257, 144.9789219998351]"
"[-37.81471299975417, 144.97947999961906]"
"[-37.81471600050072, 144.97954800026585]"
"[-37.81960299950377, 144.94529700052848]"
"[-37.82009499961625, 144.94499800045352]"
"[-37.820379000051766, 144.94549199988302]"
"[-37.818162000131096, 144.9463599996702]"
"[-37.820534999643584, 144.94503299988034]"
"[-37.8203180003257, 144.94468700049129]"
"[-37.812841999637875, 144.9433089998277]"
"[-37.8201900002043, 144.9447779998996]"
"[-37.81550299960431, 144.94526300000328]"
"[-37.81564099962791, 144.94531999988732]"
"[-37.812749999847554, 144.98153899973147]"
"[-37.81264299951786, 144.98169399964937]"
"[-37.81208700009893, 144.98256399971186]"
"[-37.81207399985522, 144.98257800050348]"
"[-37.812027000352494, 144.98263499998805]"
"[-37.81287699996833, 144.988983000413]"
"[-37.8128790001771, 144.98899199950483]"
"[-37.82015100002994, 144.94482900024147]"
"[-37.820144999745445, 144.94483900019685]"
"[-37.8201400000564, 144.944858000461]"
"[-37.81339300003657, 144.97895399986024]"
"[-37.812948999666226, 144.98916600023608]"
"[-37.81261300028985, 144.98936000021115]"
"[-37.816160000179366, 144.9455669999126]"
"[-37.81688100024788, 144.94586500039662]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.811278999806, 144.96937600053573]"
"[-37.81366800009823, 144.9816499997006]"
"[-37.81348100008822, 144.9796799999691]"
"[-37.81979399978157, 144.94262700012453]"
"[-37.8132109997047, 144.98857400030394]"
"[-37.81351299970722, 144.9799879996138]"
"[-37.81251600036958, 144.98885000012365]"
"[-37.813520999834445, 144.98022600046372]"
"[-37.811239000232185, 144.969406000627]"
"[-37.82062099954806, 144.94850300003858]"
"[-37.813793000059036, 144.9826660001593]"
"[-37.81309599971124, 144.9892920000397]"
"[-37.81311999998748, 144.98930999978927]"
"[-37.79850700037048, 144.92195500003479]"
"[-37.8113190002612, 144.96634400046392]"
"[-37.820811999715296, 144.94782000003974]"
"[-37.82071800015251, 144.94813199959597]"
"[-37.81345099982298, 144.94394400059176]"
"[-37.82023099997811, 144.95020600040388]"
"[-37.811570999715904, 144.9664280002629]"
"[-37.822089999576505, 144.9476650002528]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.81273700007755, 144.98916099965854]"
"[-37.798762999904554, 144.922863000482]"
"[-37.81945799981965, 144.94682100037818]"
"[-37.81247299958573, 144.9888309998181]"
"[-37.81918699985242, 144.95392999966398]"
"[-37.819197999970825, 144.95386099953683]"
"[-37.81420200027462, 144.9445369996782]"
"[-37.81312500025776, 144.98866000053462]"
"[-37.81949100022181, 144.94349199987164]"
"[-37.81951499949509, 144.9528560001458]"
"[-37.81890899994295, 144.94674700003583]"
"[-37.81318699976632, 144.98933399955305]"
"[-37.819110999513875, 144.94681500038433]"
"[-37.82045099953258, 144.94913299952452]"
"[-37.820454999673345, 144.94902000050203]"
"[-37.82046600032507, 144.94889600051692]"
"[-37.82021300006308, 144.9502409998224]"
"[-37.82073200006503, 144.9483639999171]"
"[-37.82164700026537, 144.94770599979097]"
"[-37.819952999704874, 144.9427060003212]"
"[-37.82063199965144, 144.94745600040065]"
"[-37.81988500008164, 144.9426729998642]"
"[-37.819303999548765, 144.94674199976416]"
"[-37.82018799988959, 144.946668999783]"
"[-37.81463100031781, 144.93844200019723]"
"[-37.82125899963615, 144.94743299955596]"
"[-37.81474600021058, 144.94010199963782]"
"[-37.81925999980892, 144.94672499958133]"
"[-37.81407399993107, 144.93939200059074]"
"[-37.82125499959384, 144.94742800041433]"
"[-37.82092299959649, 144.94753300004143]"
"[-37.814496000439625, 144.9382540000811]"
"[-37.814433999531424, 144.93837200046383]"
"[-37.81490799965221, 144.94483600002488]"
"[-37.814784000204256, 144.94478499957805]"
"[-37.814322000371035, 144.93864399992648]"
"[-37.81486599970551, 144.9401729995742]"
"[-37.82025699981508, 144.94658899977216]"
"[-37.814666000007584, 144.944729000573]"
"[-37.820279000043236, 144.94656599988153]"
"[-37.82048600017772, 144.94521300006866]"
"[-37.8208349998973, 144.94674699960908]"
"[-37.82037999972429, 144.9472230003947]"
"[-37.81356199949834, 144.94077699999156]"
"[-37.821428999767754, 144.94748299984238]"
"[-37.81345699957617, 144.9410170000702]"
"[-37.814357999639725, 144.9398849995559]"
"[-37.81365600018878, 144.94054700010375]"
"[-37.819302000262326, 144.94646800011927]"
"[-37.81934699950331, 144.94650500053248]"
"[-37.813353999586084, 144.9412689995324]"
"[-37.819591999708535, 144.94321700018958]"
"[-37.820034000267064, 144.94685699948798]"
"[-37.79860099997315, 144.92208099951162]"
"[-37.81851300033403, 144.94642100030805]"
"[-37.82086600032004, 144.9469070000312]"
"[-37.811754000282356, 144.96649200024035]"
"[-37.81395900025689, 144.93969300048795]"
"[-37.81751599969818, 144.9459670001039]"
"[-37.8174910003172, 144.94595600032113]"
"[-37.82222599951164, 144.93859100001862]"
"[-37.82252100016935, 144.93881200042182]"
"[-37.8383600000987, 144.98039199984805]"
"[-37.838940999824565, 144.980748999925]"
"[-37.83906600026889, 144.98081800019668]"
"[-37.83902999966442, 144.97897800010958]"
"[-37.82196399965859, 144.93680200027913]"
"[-37.822225999629694, 144.93818700043104]"
"[-37.82208799984815, 144.93675700001987]"
"[-37.82187799963395, 144.93710299949694]"
"[-37.82226599998728, 144.938171000187]"
"[-37.82153600038348, 144.95585400061157]"
"[-37.83796900001382, 144.9796449998983]"
"[-37.83930199950233, 144.98095700026374]"
"[-37.82122600002599, 144.95743500027208]"
"[-37.83842100035273, 144.98012100053427]"
"[-37.82148200006683, 144.95653200000984]"
"[-37.822428000030044, 144.93882800033657]"
"[-37.83783499949681, 144.97966000004203]"
"[-37.83775500008761, 144.97967500047088]"
"[-37.8385010000625, 144.9804840004106]"
"[-37.83854499966179, 144.98050399955665]"
"[-37.8138309997922, 144.98031600045903]"
"[-37.81139799972084, 144.97849999997942]"
"[-37.81143299955618, 144.97853700053275]"
"[-37.81133400029384, 144.97970600058454]"
"[-37.813627999823645, 144.98038899976416]"
"[-37.81215400005806, 144.97915999979804]"
"[-37.81231699983724, 144.9805509995162]"
"[-37.81145799952385, 144.980874000011]"
"[-37.81144799956227, 144.98078399961395]"
"[-37.81144699961898, 144.98072800049977]"
"[-37.81129599986211, 144.97954199969132]"
"[-37.813371000061096, 144.9804220005386]"
"[-37.81144000032508, 144.9807000002525]"
"[-37.813621999867856, 144.98042299953917]"
"[-37.810653999583636, 144.98088100028906]"
"[-37.81559100022135, 144.9800420005959]"
"[-37.81558599958452, 144.9800420005901]"
"[-37.83826800008554, 144.97836500052742]"
"[-37.83810499993376, 144.97823799968256]"
"[-37.83773399986232, 144.97794799955926]"
"[-37.83771499991019, 144.97793899955465]"
"[-37.81055900036293, 144.98082299972566]"
"[-37.821849000114426, 144.9369770000521]"
"[-37.83794399958864, 144.97811500027882]"
"[-37.837868999652635, 144.9780530000225]"
"[-37.81941899994092, 144.94959399997464]"
"[-37.81947799999104, 144.94930300005174]"
"[-37.814872999919864, 144.98014800034318]"
"[-37.814451999771805, 144.98019400025572]"
"[-37.81411699991881, 144.98026999949312]"
"[-37.814948000167654, 144.98251300037936]"
"[-37.81318400016962, 144.9808539998083]"
"[-37.814946999859075, 144.98251300034937]"
"[-37.8155110002918, 144.98209099997445]"
"[-37.814948000167654, 144.98251300037936]"
"[-37.814948000167654, 144.98251300037936]"
"[-37.814194000128225, 144.9794220003484]"
"[-37.81494899957546, 144.9825130004339]"
"[-37.81494899957546, 144.9825130004339]"
"[-37.81490599983616, 144.98216600027183]"
"[-37.812661000226434, 144.97961200011463]"
"[-37.813572999771694, 144.9800870004857]"
"[-37.813281999659964, 144.98009599972755]"
"[-37.81395299976351, 144.98070600017584]"
"[-37.81507299977019, 144.9816700000764]"
"[-37.81308000021239, 144.98102200015978]"
"[-37.81307600007739, 144.98103000045748]"
"[-37.8147949995225, 144.97847700041683]"
"[-37.81497100020102, 144.97824099940226]"
"[-37.81444499954237, 144.97900399956455]"
"[-37.81446699988218, 144.97897900043841]"
"[-37.81531100031034, 144.97772200053797]"
"[-37.8143059996922, 144.9781529997971]"
"[-37.814651000107226, 144.9812950002728]"
"[-37.81460599973317, 144.98125299958878]"
"[-37.813621999867856, 144.98042299953917]"
"[-37.81469699969168, 144.97986900018648]"
"[-37.814685999989415, 144.98017499967403]"
"[-37.813900999998445, 144.97984700014578]"
"[-37.81404799969486, 144.9796520005131]"
"[-37.81483099986857, 144.98147600006828]"
